"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.762075592E1,-2.146000147E0,1.496753693E0,-7.427082062E-1,2.719780088E0
5.762878865E1,-2.563249350E0,1.910635948E0,-1.198011398E0,3.414089669E0
5.763674561E1,-2.628815651E0,1.769098282E0,-1.400503397E0,3.464360002E0
5.764486369E1,-1.955892563E0,9.172410965E-1,-9.382715225E-1,2.355249540E0
5.765282684E1,-5.719079971E-1,5.850887299E-2,-5.617392063E-1,8.037742104E-1
5.766084756E1,5.920791626E-1,-1.000916004E0,6.209707260E-2,1.164580022E0
5.766874611E1,1.179713130E0,-1.865541458E0,8.522710800E-1,2.366079879E0
5.767679888E1,1.461169600E0,-2.473134518E0,1.870404720E0,3.427801739E0
5.768467100E1,1.225589871E0,-2.783844948E0,2.687089205E0,4.058609567E0
5.769268654E1,6.640549898E-1,-2.742026329E0,3.395293713E0,4.414487152E0
5.770075073E1,7.538366318E-2,-2.427072048E0,3.860378265E0,4.560579105E0
5.770878657E1,-3.386743069E-1,-1.838223934E0,3.773543835E0,4.211104438E0
5.771673615E1,-6.599292755E-1,-1.006343842E0,2.998690367E0,3.231157454E0
5.772481241E1,-5.681781769E-1,-5.053596497E-1,2.281993866E0,2.405350457E0
5.773280669E1,-4.817130566E-1,-3.327760696E-1,1.428167343E0,1.543518494E0
5.774075073E1,-2.252850533E-1,-4.573316574E-1,3.364114761E-1,6.108013436E-1
5.774876870E1,5.510978699E-1,-1.040932655E0,-7.624096870E-1,1.403038911E0
5.775664107E1,1.648336649E0,-1.824885368E0,-1.501461983E0,2.881251187E0
5.776465000E1,2.517919779E0,-2.633517742E0,-2.006901503E0,4.159686208E0
5.777272500E1,2.857661963E0,-3.155482292E0,-2.220172644E0,4.801298466E0
5.778072415E1,2.792210817E0,-3.418317318E0,-2.277794838E0,4.966858550E0
5.778865234E1,2.630765438E0,-3.346236706E0,-2.190977097E0,4.787338250E0
5.779666707E1,2.325945377E0,-3.231456280E0,-2.323182344E0,4.609718841E0
5.780457784E1,1.676915288E0,-2.516220093E0,-1.926480651E0,3.585350211E0
5.781273355E1,7.907304764E-1,-1.526816845E0,-1.615706801E0,2.359434854E0
5.782063284E1,-2.927017212E-1,-3.368177414E-1,-1.772575617E0,1.827879866E0
5.782869424E1,-1.473160267E0,1.086960793E0,-2.343580723E0,2.973895684E0
5.783666969E1,-2.672383547E0,2.450868607E0,-2.864883900E0,4.621249886E0
5.784453673E1,-3.475585222E0,3.139447212E0,-3.112461090E0,5.623454052E0
5.785252092E1,-3.343770027E0,3.109662056E0,-3.200651169E0,5.576285861E0
5.786052419E1,-2.736404657E0,2.711996078E0,-3.239215851E0,5.033423537E0
5.786855034E1,-1.970274925E0,1.899999619E0,-3.188607216E0,4.202284832E0
5.787665734E1,-1.181195498E0,9.079809189E-1,-2.499075413E0,2.909472473E0
5.788453138E1,-4.472157955E-1,-6.040000916E-2,-1.396243334E0,1.467360070E0
5.789253873E1,1.439933777E-1,-7.659397125E-1,-9.176445007E-2,7.847410084E-1
5.790048834E1,5.622549057E-1,-1.166390419E0,9.434645176E-1,1.602099399E0
5.790853138E1,1.020322800E0,-1.526284695E0,2.138291597E0,2.818314131E0
5.791661538E1,1.324345946E0,-1.947370052E0,3.425133228E0,4.156642869E0
5.792454642E1,1.537429810E0,-2.225097656E0,4.615051746E0,5.349154384E0
5.793252677E1,1.238636374E0,-2.118813992E0,4.726577759E0,5.325798542E0
5.794039665E1,9.303557873E-1,-1.966710567E0,4.573636055E0,5.064746698E0
5.794850946E1,6.417837143E-1,-1.946138382E0,4.168403149E0,4.644881672E0
5.795650115E1,6.934316158E-1,-1.995258331E0,3.825114727E0,4.369600198E0
5.796440461E1,7.519031763E-1,-1.881283283E0,3.464781284E0,4.013638565E0
5.797235946E1,6.392815113E-1,-1.685560226E0,2.987964630E0,3.489659977E0
5.798042577E1,4.789371490E-1,-1.240976334E0,2.467844486E0,2.803508420E0
5.798848428E1,4.190351963E-1,-6.351308823E-1,1.797869682E0,1.952259493E0
5.799644937E1,3.052625656E-1,3.277015686E-1,8.930664062E-1,9.990701467E-1
5.800436607E1,-2.451226711E-1,1.661247253E0,7.895827293E-2,1.681089519E0
5.801236731E1,-1.096709967E0,2.980990410E0,-7.780194283E-1,3.270227944E0
5.802040567E1,-1.927107573E0,4.244585037E0,-1.595554829E0,4.927072249E0
5.802840127E1,-2.446544409E0,5.129456520E0,-2.400727272E0,6.169310753E0
5.803642740E1,-2.268781185E0,5.288545609E0,-3.156543493E0,6.563524171E0
5.804434246E1,-1.416249514E0,4.561985016E0,-3.373947382E0,5.848161327E0
5.805225819E1,1.434495449E-1,3.173003197E0,-2.549942970E0,4.073172745E0
5.806041421E1,1.353114963E0,1.645535469E0,-1.290147781E0,2.490620079E0
5.806840982E1,2.035261869E0,5.049438477E-1,-3.169057369E-1,2.120775427E0
5.807637911E1,2.144701719E0,-5.020055771E-1,6.108591557E-1,2.285804885E0
5.808428557E1,2.161188841E0,-1.393379688E0,1.715301275E0,3.091035850E0
5.809226046E1,1.854680419E0,-2.181534767E0,2.864522696E0,4.050237483E0
5.810021892E1,1.523762941E0,-2.606851101E0,3.136882544E0,4.354027820E0
5.810834438E1,1.429297924E0,-2.784970284E0,3.134895325E0,4.430182923E0
5.811622804E1,1.009989023E0,-2.666100502E0,3.023608923E0,4.155764747E0
5.812418788E1,7.100634575E-1,-2.180819511E0,2.345165253E0,3.280238393E0
5.813219634E1,7.428665161E-1,-1.920777798E0,1.315125227E0,2.443520487E0
5.814007619E1,8.444223404E-1,-1.824789524E0,3.411736488E-1,2.039437509E0
5.814824280E1,7.348295450E-1,-1.512373924E0,-5.571618080E-1,1.771349380E0
5.815608888E1,7.270734310E-1,-1.361601830E0,-6.996271610E-1,1.694719293E0
5.816415319E1,7.562367916E-1,-1.178355217E0,-7.634599209E-1,1.594768370E0
5.817201834E1,5.577015877E-1,-7.798633575E-1,-8.970191479E-1,1.312958975E0
5.818000557E1,3.345224857E-1,-2.292346954E-2,-9.101712704E-1,9.699703708E-1
5.818808846E1,-3.892230988E-2,7.159643173E-1,-1.049355984E0,1.270931875E0
5.819612588E1,-5.111551285E-1,1.707173347E0,-1.083350897E0,2.085514222E0
5.820409561E1,-1.378167152E0,2.679510117E0,-1.617420077E0,3.419819713E0
5.821197515E1,-1.963570833E0,3.572765350E0,-2.374309063E0,4.717796752E0
5.822000142E1,-2.016177177E0,3.587961197E0,-3.325261354E0,5.291105654E0
5.822804973E1,-1.145537853E0,2.605273247E0,-3.902332544E0,4.829896992E0
5.823611169E1,3.753075600E-1,1.179347992E0,-3.594103336E0,3.801222993E0
5.824395873E1,1.592689991E0,-3.541641235E-1,-2.818441868E0,3.256640630E0
5.825197811E1,2.077304602E0,-1.540070534E0,-1.769214630E0,3.133230292E0
5.826006188E1,1.996084213E0,-2.293807030E0,-4.807469845E-1,3.078476984E0
5.826811685E1,1.693616748E0,-2.607946873E0,7.299587727E-1,3.194145330E0
5.827607711E1,1.300967693E0,-2.674984455E0,1.517651320E0,3.339359864E0
5.828410806E1,8.442168236E-1,-2.480151176E0,1.814242840E0,3.186742692E0
5.829199273E1,3.534147739E-1,-2.042926788E0,1.793741703E0,2.741525335E0
5.830005561E1,-1.354300976E-1,-1.515275478E0,1.431043863E0,2.088609017E0
5.830806436E1,-4.969038963E-1,-9.283428192E-1,8.710570335E-1,1.366555607E0
5.831605996E1,-7.079422474E-1,-3.892860413E-1,1.882221699E-1,8.295501388E-1
5.832405557E1,-9.079413414E-1,-3.850746155E-2,-3.663146496E-1,9.798095358E-1
5.833201069E1,-8.366022110E-1,2.416086197E-1,-8.489081860E-1,1.216109819E0
5.833985254E1,-6.519727707E-1,6.552562714E-1,-1.421766043E0,1.695832526E0
5.834798135E1,-7.286336422E-1,1.098043442E0,-1.829606652E0,2.254787548E0
5.835595192E1,-8.937900066E-1,1.689783096E0,-1.981353283E0,2.753177858E0
5.836397256E1,-1.337287426E0,2.609663963E0,-1.902397871E0,3.495397162E0
5.837196817E1,-1.657891273E0,3.399406433E0,-1.823259473E0,4.198671537E0
5.837999429E1,-1.553876638E0,3.843919754E0,-1.657264829E0,4.465061970E0
5.838798990E1,-8.609898090E-1,3.800251007E0,-1.506129503E0,4.177515679E0
5.839584615E1,3.504896164E-2,3.166134834E0,-1.231268406E0,3.397301886E0
5.840380177E1,1.078151703E0,1.881734848E0,-8.312065601E-1,2.322550641E0
5.841179677E1,2.416510582E0,3.853588104E-1,1.575987339E-1,2.452113816E0
5.841970411E1,3.270117760E0,-1.188688755E0,1.350181818E0,3.732243569E0
5.842780454E1,3.481488943E0,-2.452583313E0,2.591603994E0,4.985212275E0
5.843578100E1,3.386572361E0,-3.342793465E0,3.260199308E0,5.768192094E0
5.844378657E1,3.030642033E0,-3.887520313E0,3.904070377E0,6.288033940E0
5.845166204E1,2.654092073E0,-4.060677052E0,4.262857437E0,6.457960698E0
5.845964854E1,2.224709272E0,-3.751121521E0,4.406271935E0,6.199635181E0
5.846779336E1,1.540780306E0,-2.970478535E0,4.053940773E0,5.256632236E0
5.847574231E1,8.764268160E-1,-1.932308674E0,3.003950119E0,3.677724445E0
5.848372634E1,1.950402260E-1,-6.900138855E-1,1.872907877E0,2.005478439E0
5.849174554E1,-6.956026554E-1,5.860958099E-1,6.374995708E-1,1.110755174E0
5.849972846E1,-1.288846493E0,1.556891441E0,-2.513537407E-1,2.036716707E0
5.850762077E1,-1.883195162E0,2.505150795E0,-1.349927187E0,3.412405007E0
5.851568811E1,-2.249260187E0,3.015106201E0,-2.487176895E0,4.509554934E0
5.852373208E1,-2.091814280E0,2.801265717E0,-3.075093746E0,4.656068958E0
5.853155973E1,-1.527044773E0,2.388648987E0,-3.165270329E0,4.249287702E0
5.853955846E1,-1.187003851E0,2.056301117E0,-3.008699179E0,3.832704420E0
5.854763357E1,-1.183520794E0,1.777635574E0,-2.635619640E0,3.392226495E0
5.855553004E1,-1.121494532E0,1.827933311E0,-2.071495771E0,2.981641311E0
5.856367959E1,-1.146686792E0,1.859603882E0,-1.360438824E0,2.573676551E0
5.857163561E1,-8.776452541E-1,1.907423973E0,-6.784465313E-1,2.206539621E0
5.857958288E1,-5.180122852E-1,2.188409805E0,-2.977061272E-2,2.249079921E0
5.858750754E1,-5.194699764E-1,2.500578880E0,3.144547939E-1,2.573251952E0
5.859551204E1,-2.835083008E-1,2.378540993E0,7.585756779E-1,2.512622389E0
5.860353869E1,2.008528709E-1,1.705193520E0,1.255209446E0,2.126870369E0
5.861160669E1,7.012410164E-1,7.355413437E-1,1.403649807E0,1.732914543E0
5.861942900E1,1.070273519E0,-3.303041458E-1,1.490942001E0,1.864804087E0
5.862746146E1,1.253173590E0,-1.495866299E0,1.627612352E0,2.541098581E0
5.863540242E1,1.392142057E0,-2.478942871E0,1.818561077E0,3.374963949E0
5.864354410E1,1.547808170E0,-2.989687920E0,1.847229481E0,3.840078221E0
5.865153970E1,1.638439298E0,-3.085334301E0,1.686827660E0,3.879324507E0
5.865948200E1,1.624092460E0,-2.984395027E0,1.189216852E0,3.599795372E0
5.866748615E1,1.838879585E0,-2.753127575E0,7.586803436E-1,3.396584378E0
5.867542500E1,1.961098552E0,-2.338314056E0,2.061338425E-1,3.058776114E0
5.868347657E1,1.915491343E0,-1.851295471E0,-3.330211639E-1,2.684642453E0
5.869138180E1,1.767114758E0,-1.343851566E0,-8.289122581E-1,2.369752547E0
5.869933500E1,1.258978844E0,-6.168537140E-1,-1.570585251E0,2.105296716E0
5.870744790E1,5.981715918E-1,1.885452271E-1,-2.165839195E0,2.254821052E0
5.871535069E1,1.924066544E-1,6.570978165E-1,-2.814617872E0,2.896700127E0
5.872324288E1,-6.139707565E-2,8.629846573E-1,-3.174697399E0,3.290473476E0
5.873133830E1,-1.684162617E-1,8.922042847E-1,-3.462163687E0,3.579241528E0
5.873922177E1,-2.889630795E-1,9.025259018E-1,-3.594841957E0,3.717652668E0
5.874734388E1,-5.872855186E-1,8.996629715E-1,-3.589477062E0,3.746817760E0
5.875528423E1,-8.417677879E-1,7.686386108E-1,-3.279423952E0,3.471887063E0
5.876325457E1,-8.060803413E-1,9.520502090E-1,-2.860222816E0,3.120422996E0
5.877133142E1,-1.028314352E0,1.221378326E0,-2.524042130E0,2.986634242E0
5.877920146E1,-1.215062141E0,1.551778793E0,-2.016471386E0,2.819672017E0
5.878718061E1,-1.149607897E0,1.754388809E0,-1.431150675E0,2.539226391E0
5.879530277E1,-9.550681114E-1,1.889011383E0,-7.516829967E-1,2.246229381E0
5.880315092E1,-6.478209496E-1,1.804034233E0,-4.187378883E-1,1.962027756E0
5.881122711E1,-1.280398369E-1,1.377449036E0,-1.804225445E-1,1.395102986E0
5.881920000E1,4.290088415E-1,7.494001389E-1,7.537937164E-2,8.667936340E-1
5.882725992E1,1.116995454E0,-1.714181900E-1,4.392256737E-1,1.212428238E0
5.883515088E1,1.703355312E0,-1.150972366E0,9.264774323E-1,2.254887390E0
5.884312130E1,1.892223358E0,-1.938797951E0,1.395443201E0,3.047410123E0
5.885120538E1,1.766558051E0,-2.391116619E0,1.687614918E0,3.418509930E0
5.885922723E1,1.677671909E0,-2.534994125E0,1.976702690E0,3.626035270E0
5.886715569E1,1.487488151E0,-1.886839390E0,2.169161558E0,3.236980962E0
5.887519246E1,1.017830491E0,-1.005528927E0,1.915078640E0,2.390521602E0
5.888325967E1,7.517718077E-1,-8.046531677E-2,1.570586920E0,1.743094602E0
5.889118180E1,6.128616333E-1,7.039079666E-1,1.160846949E0,1.489513828E0
5.889913823E1,5.162585974E-1,1.041382790E0,6.462531090E-1,1.329903807E0
5.890710154E1,8.079246283E-1,1.035242081E0,2.981266975E-1,1.346606067E0
5.891521158E1,1.169206619E0,7.602434158E-1,8.549451828E-2,1.397255697E0
5.892308000E1,1.242016792E0,5.994100571E-1,-1.314322948E-1,1.385342043E0
5.893119523E1,1.130354881E0,6.224718094E-1,-3.950052261E-1,1.349519337E0
5.893905365E1,6.922235489E-1,7.866668701E-1,-5.725181103E-1,1.194066662E0
5.894710245E1,2.437989712E-1,1.077490807E0,-5.980720520E-1,1.256230296E0
5.895509805E1,-2.656257153E-1,1.556945801E0,-7.705607414E-1,1.757384734E0
5.896302042E1,-7.075839043E-1,2.002269745E0,-1.056746006E0,2.372018388E0
5.897099111E1,-1.155346870E0,2.505012512E0,-1.554943323E0,3.166664304E0
5.897905435E1,-1.321651697E0,2.481666565E0,-1.818503141E0,3.348490081E0
5.898704996E1,-7.914168835E-1,2.068930626E0,-1.753988028E0,2.825471398E0
5.899498692E1,1.699542999E-2,1.350772858E0,-1.518594027E0,2.032487140E0
5.900295234E1,6.026279926E-1,7.870435715E-1,-1.222558022E0,1.573926999E0
5.901091154E1,6.891289949E-1,5.406074524E-1,-8.077554703E-1,1.191479790E0
5.901900186E1,5.939288139E-1,3.493642807E-1,-2.981071472E-1,7.507827301E-1
5.902689004E1,6.506031752E-1,1.783466339E-1,1.687028408E-1,6.953795092E-1
5.903494957E1,6.167368889E-1,1.692285538E-1,4.487667084E-1,7.812773208E-1
5.904283784E1,4.723987579E-1,2.617225647E-1,5.428910255E-1,7.657610286E-1
5.905088419E1,2.370128632E-1,5.176916122E-1,4.929807186E-1,7.531332496E-1
5.905889896E1,4.514527321E-2,6.314020157E-1,6.472041607E-1,9.053064822E-1
5.906690454E1,1.373080015E-1,4.335289001E-1,8.904283047E-1,9.998316660E-1
5.907491530E1,4.293861389E-1,9.510231018E-2,1.042316437E0,1.131300340E0
5.908279684E1,9.264616966E-1,-3.466625214E-1,1.008400917E0,1.412578702E0
5.909076950E1,1.298816323E0,-8.103618622E-1,1.038053751E0,1.849639365E0
5.909892834E1,1.579762459E0,-1.276666641E0,1.269555807E0,2.395265974E0
5.910690350E1,1.759406447E0,-1.592556953E0,1.492656469E0,2.803528497E0
5.911478804E1,1.768440485E0,-1.799402714E0,1.459374905E0,2.914619527E0
5.912281430E1,1.559448242E0,-1.590619087E0,1.374279261E0,2.617363442E0
5.913067984E1,1.220191240E0,-1.122471333E0,1.040152073E0,1.957223771E0
5.913874465E1,5.998337269E-1,-2.915592194E-1,6.388089657E-1,9.235172835E-1
5.914677950E1,1.462936401E-3,4.754390717E-1,2.637836933E-1,5.437152636E-1
5.915480508E1,-5.580205917E-1,1.239049911E0,-1.463258266E-1,1.366763663E0
5.916269234E1,-1.347668648E0,1.833423615E0,-5.927474499E-1,2.351383098E0
5.917074338E1,-1.846553087E0,2.231862068E0,-1.421609998E0,3.226754032E0
5.917865307E1,-2.000621796E0,2.370243073E0,-2.484468222E0,3.974056132E0
5.918667292E1,-1.563426256E0,1.946634293E0,-3.426499605E0,4.239644593E0
5.919477177E1,-9.983947277E-1,1.386391640E0,-3.862244129E0,4.223245615E0
5.920271711E1,-6.364543438E-1,7.587108612E-1,-3.778420925E0,3.906044161E0
5.921077432E1,-3.741352558E-1,2.657089233E-1,-3.319059849E0,3.350632284E0
5.921868550E1,-2.505929470E-1,-1.975917816E-1,-2.438035011E0,2.458831847E0
5.922671980E1,-1.214683056E-1,-4.666805267E-1,-1.412626624E0,1.492668497E0
5.923478750E1,-6.063365936E-2,-6.575403214E-1,-5.384519100E-1,8.520364865E-1
5.924275523E1,4.912614822E-2,-8.529453278E-1,5.371284485E-2,8.560456648E-1
5.925078287E1,2.080956697E-1,-1.091779232E0,4.518828392E-1,1.199784897E0
5.925869207E1,3.964487314E-1,-1.283746719E0,6.542141438E-1,1.494380601E0
5.926664273E1,5.757219791E-1,-1.546849728E0,8.123087883E-1,1.839577518E0
5.927458765E1,6.085751057E-1,-1.537835598E0,9.995751381E-1,1.932473141E0
5.928261338E1,3.647172451E-1,-1.407746792E0,1.098561049E0,1.822527387E0
5.929066519E1,3.019852638E-1,-1.111765862E0,1.325412512E0,1.756114107E0
5.929862527E1,1.566368341E-1,-4.225368500E-1,1.330598593E0,1.404836326E0
5.930669107E1,-5.614423752E-2,3.082437515E-1,1.131577969E0,1.174152922E0
5.931460500E1,-3.372421265E-1,1.058140755E0,1.010444403E0,1.501463286E0
5.932268228E1,-5.902097225E-1,1.710267067E0,7.207636833E-1,1.947526956E0
5.933066192E1,-5.212862492E-1,2.075976372E0,1.218628883E-1,2.143890812E0
5.933869227E1,-1.926715374E-1,2.100935936E0,-6.134960651E-1,2.197141677E0
5.934654880E1,2.464153767E-1,1.671687126E0,-9.090783596E-1,1.918770922E0
5.935465965E1,8.045265675E-1,1.066380501E0,-1.057370424E0,1.703661523E0
5.936253111E1,1.244363427E0,4.579734802E-1,-8.959321976E-1,1.600273274E0
5.937054911E1,1.519974947E0,-2.134418488E-2,-7.051863670E-1,1.675728864E0
5.937850523E1,1.492004395E0,-2.860708237E-1,-4.882867336E-1,1.595724777E0
5.938653111E1,1.263641953E0,-4.410562515E-1,-5.605912209E-2,1.339576138E0
5.939457269E1,8.897449374E-1,-4.708538055E-1,2.234165668E-1,1.031147090E0
5.940247254E1,5.648200512E-1,-2.686643600E-1,3.584754467E-1,7.209069805E-1
5.941059323E1,-1.389551163E-2,-1.204309464E-1,1.635181904E-1,2.035556353E-1
5.941848130E1,-2.136420012E-1,-3.676223755E-2,2.122814655E-1,3.034102625E-1
5.942655680E1,-2.265506983E-1,-1.965932846E-1,1.310808659E-1,3.273474176E-1
5.943443857E1,-2.333445549E-1,-5.530643463E-1,1.042470932E-1,6.092596400E-1
5.944246257E1,-1.600037813E-1,-8.354978561E-1,-1.009435654E-1,8.566489836E-1
5.945047650E1,-1.469670534E-1,-1.105876923E0,-3.268833160E-1,1.162504101E0
5.945847700E1,-1.096487045E-1,-1.362770557E0,-4.978828430E-1,1.455009882E0
5.946657266E1,-1.899886131E-1,-1.419159412E0,-5.317132473E-1,1.527359842E0
5.947446130E1,-3.800290823E-1,-1.231286049E0,-5.760517120E-1,1.411496728E0
5.948240227E1,-7.072023153E-1,-7.865829468E-1,-7.084829807E-1,1.273104859E0
5.949041165E1,-1.090921164E0,-1.534843445E-1,-7.264311314E-1,1.319609267E0
5.949839704E1,-1.448532104E0,4.870176315E-1,-7.352545261E-1,1.695886390E0
5.950641680E1,-1.682696700E0,9.558649063E-1,-8.375003338E-1,2.108685067E0
5.951439523E1,-1.407533169E0,1.106032372E0,-8.191894293E-1,1.968636216E0
5.952241327E1,-9.701964855E-1,9.162693024E-1,-8.091192245E-1,1.560610321E0
5.953040507E1,-6.086173058E-1,6.253833771E-1,-8.326516151E-1,1.206162553E0
5.953832484E1,-3.090162277E-1,1.983165741E-1,-4.663517475E-1,5.935523945E-1
5.954642619E1,-5.796861649E-2,-6.796169281E-2,-1.570167542E-1,1.806472067E-1
5.955424423E1,8.956503868E-2,-2.236366272E-1,1.693251133E-1,2.944592182E-1
5.956224304E1,1.931957006E-1,-5.815696716E-2,5.273556709E-1,5.646333458E-1
5.957039346E1,6.420373917E-2,2.486591339E-1,7.555718422E-1,7.980239932E-1
5.957819488E1,-7.433485985E-2,6.366147995E-1,9.637813568E-1,1.157444849E0
5.958621665E1,-1.780335903E-1,9.574480057E-1,1.028759003E0,1.416597236E0
5.959409261E1,-2.245314121E-1,1.102935791E0,9.727568626E-1,1.487661799E0
5.960206857E1,-8.595705032E-2,1.036052704E0,8.047568798E-1,1.314696716E0
5.961020419E1,7.350063324E-2,8.172607422E-1,6.742134094E-1,1.062017507E0
5.961815634E1,2.826285362E-1,5.384435654E-1,6.282739639E-1,8.743732248E-1
5.962617959E1,4.831563234E-1,2.366847992E-1,5.839693546E-1,7.940276659E-1
5.963404915E1,6.485538483E-1,2.169990540E-2,4.915196896E-1,8.140544117E-1
5.964202123E1,6.562719345E-1,-6.956195831E-2,2.935764790E-1,7.223010917E-1
5.965001300E1,5.075174570E-1,-1.232147217E-2,1.158270836E-1,5.207126858E-1
5.965796138E1,2.188748121E-1,7.632350922E-2,-6.674671173E-2,2.412189565E-1
5.966599061E1,-3.295803070E-2,1.715106964E-1,-1.721203327E-1,2.452092162E-1
5.967394503E1,-1.835945845E-1,3.502759933E-1,-3.633148670E-1,5.370269412E-1
5.968193680E1,-3.226598501E-1,5.501108170E-1,-5.585954189E-1,8.477972233E-1
5.968992930E1,-5.132615566E-1,6.902170181E-1,-6.521768570E-1,1.079431151E0
5.969791161E1,-5.900870562E-1,6.864271164E-1,-6.762835979E-1,1.129931159E0
5.970593127E1,-5.118474960E-1,5.866575241E-1,-6.881041527E-1,1.039058340E0
5.971389123E1,-3.671331406E-1,3.480415344E-1,-6.644480228E-1,8.351112666E-1
5.972188565E1,-2.419874668E-1,1.048831940E-1,-5.389149189E-1,5.999897568E-1
5.972987100E1,-1.222523451E-1,-1.093168259E-1,-3.355293274E-1,3.734645014E-1
5.973788453E1,-5.559849739E-2,-2.849426270E-1,1.036024094E-2,2.905009951E-1
5.974588277E1,-4.503691196E-2,-2.442464828E-1,3.552305698E-1,4.334436821E-1
5.975385538E1,-1.395326853E-1,-1.119995117E-1,6.322019100E-1,6.570331163E-1
5.976186115E1,-2.308464050E-1,7.982158661E-2,9.282002449E-1,9.598006267E-1
5.976991365E1,-2.073886395E-1,1.367940903E-1,1.166758776E0,1.192916054E0
5.977788107E1,-2.536472082E-1,1.238374710E-1,1.300597191E0,1.330874028E0
5.978581719E1,-1.140230894E-1,-1.269102097E-1,1.270317793E0,1.281723356E0
5.979371619E1,1.257798672E-1,-4.141273499E-1,1.134517431E0,1.214270085E0
5.980180861E1,2.685263157E-1,-7.195472717E-1,1.006102562E0,1.265739714E0
5.980971703E1,2.973561287E-1,-8.075094223E-1,7.560758591E-1,1.145488035E0
5.981768815E1,2.508567572E-1,-7.048444748E-1,4.550490379E-1,8.756737253E-1
5.982580692E1,1.117503643E-1,-4.208345413E-1,1.544783115E-1,4.620101772E-1
5.983365503E1,-1.393682957E-1,-9.674549103E-2,-1.672010422E-1,2.382003366E-1
5.984179526E1,-3.309174776E-1,2.268285751E-1,-5.755016804E-1,7.015409921E-1
5.984964107E1,-3.584837914E-1,3.848314285E-1,-1.009238720E0,1.138054766E0
5.985758169E1,-2.251204252E-1,2.146425247E-1,-1.447977066E0,1.481009184E0
5.986573365E1,1.037319899E-1,-9.059238434E-2,-1.640499353E0,1.646270158E0
5.987359965E1,5.724400282E-1,-5.360031128E-1,-1.665786505E0,1.841149533E0
5.988169661E1,9.423267841E-1,-9.816493988E-1,-1.392684817E0,1.947096893E0
5.988959215E1,8.606064320E-1,-8.998565674E-1,-1.284717441E0,1.789101499E0
5.989766397E1,5.624299049E-1,-7.006826401E-1,-1.260422349E0,1.547885027E0
5.990550915E1,3.517694473E-1,-2.775478363E-1,-1.198938370E0,1.279932717E0
5.991361369E1,-3.120875359E-2,3.403682709E-1,-1.188183308E0,1.236367307E0
5.992155742E1,-3.838913441E-1,9.658880234E-1,-1.366046190E0,1.716506461E0
5.992948146E1,-6.304789782E-1,1.408799171E0,-1.647383690E0,2.257452518E0
5.993747500E1,-6.949455738E-1,1.484483719E0,-1.792308688E0,2.428788113E0
5.994551819E1,-5.812041759E-1,1.157040596E0,-1.720779657E0,2.153514306E0
5.995352834E1,-6.018877029E-4,5.343847275E-1,-1.381854177E0,1.481583060E0
5.996147492E1,6.205610037E-1,-2.567644119E-1,-8.015847206E-1,1.045735142E0
5.996951480E1,1.105820775E0,-1.011057854E0,-1.518125534E-1,1.506029422E0
5.997746080E1,1.336906910E0,-1.479463100E0,6.540598869E-1,2.098553189E0
5.998549200E1,1.331509233E0,-1.607940197E0,1.263561726E0,2.440282104E0
5.999344384E1,9.280068278E-1,-1.435366154E0,1.636895895E0,2.366622243E0
6.000144377E1,4.130849838E-1,-9.385089874E-1,1.831706285E0,2.099187043E0
6.000942688E1,-1.113318205E-1,-2.231712341E-1,1.784763575E0,1.802104656E0
6.001743188E1,-4.138867855E-1,2.677907944E-1,1.569325686E0,1.644930785E0
6.002546150E1,-5.983259678E-1,7.610750198E-1,1.342147112E0,1.654867976E0
6.003352288E1,-5.420795679E-1,9.134321213E-1,9.722299576E-1,1.439944300E0
6.004145146E1,-3.860168457E-1,1.033468246E0,5.580337048E-1,1.236311950E0
6.004941546E1,-2.111274004E-1,8.557863235E-1,1.393043995E-1,8.923848533E-1
6.005745630E1,5.049395561E-2,4.815511703E-1,-8.912348747E-2,4.923252637E-1
6.006545777E1,2.631818056E-1,2.169609070E-3,-1.185901165E-1,2.886745325E-1
6.007345092E1,4.152851105E-1,-4.766340256E-1,-1.393134594E-1,6.473406810E-1
6.008142596E1,4.297144413E-1,-6.626424789E-1,-1.191854477E-3,7.897790681E-1
6.008957411E1,3.938007355E-1,-6.756162643E-1,2.041728497E-1,8.082220663E-1
6.009749092E1,2.846751213E-1,-5.294961929E-1,4.831304550E-1,7.712465103E-1
6.010546684E1,-2.613794804E-2,-6.539154053E-2,7.704102993E-1,7.736221786E-1
6.011336119E1,-4.161827564E-1,5.283937454E-1,8.174376488E-1,1.058589791E0
6.012135819E1,-5.957748890E-1,9.696369171E-1,5.457594395E-1,1.262139784E0
6.012947169E1,-3.082559109E-1,1.096197128E0,2.294876575E-1,1.161608555E0
6.013734019E1,1.580690145E-1,8.739309311E-1,1.271955967E-1,8.971732305E-1
6.014530234E1,3.735668659E-1,4.138135910E-1,1.665799618E-1,5.818442877E-1
6.015326634E1,4.108146429E-1,9.739971161E-2,1.645348072E-1,4.531303095E-1
6.016139688E1,5.158733130E-1,-2.782096863E-1,1.724674702E-1,6.109590271E-1
6.016920242E1,4.497542381E-1,-5.222902298E-1,1.471130848E-1,7.047752965E-1
6.017720184E1,3.002076149E-1,-6.872072220E-1,1.038961411E-1,7.570817566E-1
