"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.119602800E0,2.532607317E-2,4.327630997E-2,1.542091370E-3
9.129602800E0,-8.769422770E-3,6.305122375E-2,-1.313209534E-3
9.139602800E0,-2.794100344E-2,4.942679405E-2,9.470081329E-2
9.149602800E0,-2.794100344E-2,4.942679405E-2,9.470081329E-2
9.149602800E0,-2.546277642E-2,3.189373016E-2,1.286706924E-1
9.169602800E0,1.286572218E-2,-8.284091949E-3,1.414518356E-1
9.179602800E0,1.286572218E-2,-8.284091949E-3,1.414518356E-1
9.189602800E0,-6.022433937E-2,-5.349898338E-2,1.104640961E-1
9.199602800E0,-7.577945292E-2,-6.860589981E-2,1.078853607E-1
9.209602800E0,-8.462129533E-2,-7.434535027E-2,1.196050644E-1
9.219602800E0,-9.126183391E-2,-7.161569595E-2,8.791732788E-2
9.229602800E0,-9.126183391E-2,-7.161569595E-2,8.791732788E-2
9.239602800E0,-6.004954875E-2,-5.419683456E-2,9.941005707E-2
9.249602800E0,-6.004954875E-2,-5.419683456E-2,9.941005707E-2
9.259602800E0,-2.630418539E-2,-3.036117554E-2,1.346330643E-1
9.269602800E0,-1.229427755E-2,-1.707530022E-2,1.127805710E-1
9.279602800E0,-7.905706763E-3,-1.362705231E-2,3.100013733E-2
9.289602800E0,6.064534187E-3,4.392862320E-3,1.312351227E-1
9.299602800E0,-1.396012306E-2,7.354974747E-3,7.085990906E-2
9.309602800E0,5.039900541E-3,-2.560615540E-3,7.794666290E-2
9.319602800E0,2.638570964E-2,-2.583742142E-3,7.075405121E-2
9.329602800E0,2.839216590E-2,-2.186155319E-2,9.704971313E-2
9.339602800E0,3.932236135E-2,-4.891991615E-2,1.255626678E-1
9.349602800E0,1.951426268E-2,-5.463099480E-2,1.037473679E-1
9.359602800E0,2.379752696E-2,-4.636955261E-2,9.379959106E-2
9.369602800E0,1.163093746E-2,-5.004715919E-2,7.428741455E-2
9.379602800E0,1.163093746E-2,-5.004715919E-2,7.428741455E-2
9.389602800E0,-1.459580660E-2,-9.544134140E-3,8.794021606E-2
9.399602800E0,-1.459580660E-2,-9.544134140E-3,8.794021606E-2
9.409602800E0,-5.472928286E-3,1.145195961E-2,1.189050674E-1
9.419602800E0,1.116394997E-3,1.574134827E-2,1.091814041E-1
9.429602800E0,1.539415121E-2,9.801387787E-4,1.066751480E-1
9.439602800E0,5.737364292E-3,-1.988410950E-3,1.113052368E-1
9.449602800E0,8.233010769E-3,-1.196455956E-2,9.922599792E-2
9.459602800E0,-1.079767942E-2,-2.993631363E-2,9.171104431E-2
9.469602800E0,-1.079767942E-2,-2.993631363E-2,9.171104431E-2
9.479602800E0,-3.739167750E-2,-4.275274277E-2,1.058397293E-1
9.489602800E0,-3.256328404E-2,-5.276918411E-2,9.853744507E-2
9.499602800E0,-3.256328404E-2,-5.276918411E-2,9.853744507E-2
9.509602800E0,-5.364637077E-2,-5.094671249E-2,9.359931946E-2
9.519602800E0,-5.364637077E-2,-5.094671249E-2,9.359931946E-2
9.519602800E0,-3.667411208E-2,-4.626703262E-2,1.007556915E-1
9.539602800E0,-3.667411208E-2,-4.626703262E-2,1.007556915E-1
9.549602800E0,-1.468239725E-2,-2.983355522E-2,1.222219467E-1
9.559602800E0,-1.736138761E-2,-1.787877083E-2,8.629894257E-2
9.569602800E0,-1.305982471E-2,-2.494812012E-2,1.689052582E-2
9.579602800E0,-1.305982471E-2,-2.494812012E-2,1.689052582E-2
9.589602800E0,-1.305982471E-2,-2.494812012E-2,1.689052582E-2
9.599602800E0,-1.305982471E-2,-2.494812012E-2,1.689052582E-2
9.609602800E0,-4.000301659E-2,-3.017449379E-2,2.030897141E-1
9.619602800E0,-1.441150904E-2,-3.510808945E-2,2.940568924E-1
9.629602800E0,7.399067283E-3,-3.154134750E-2,2.003517151E-1
9.639602800E0,1.671954989E-2,-1.869511604E-2,9.218978882E-2
9.649602800E0,4.542395473E-3,1.707792282E-3,-3.896713257E-3
9.659602800E0,-2.405007184E-2,1.236438751E-2,-6.345176697E-2
9.669602800E0,-5.488769710E-2,9.681940079E-3,-5.568504333E-2
9.679602800E0,-5.927474797E-2,1.252865791E-2,-9.080600739E-2
9.689602800E0,-5.600917339E-2,-7.993459702E-3,8.732509613E-2
9.699602800E0,-5.600917339E-2,-7.993459702E-3,8.732509613E-2
9.709602800E0,5.797773600E-3,-5.427455902E-2,3.884019852E-1
9.719602800E0,5.797773600E-3,-5.427455902E-2,3.884019852E-1
9.729602800E0,7.256332040E-2,-3.426289558E-2,9.583663940E-2
9.739602800E0,2.205908298E-2,-2.425456047E-2,-2.536821365E-1
9.749602800E0,1.929998398E-3,-3.767156601E-2,-2.623491287E-1
9.759602800E0,-2.655214071E-2,-6.376194954E-2,-1.244773865E-1
9.769602800E0,-3.738759458E-2,-8.454847336E-2,9.495639801E-2
9.779602800E0,1.489073038E-4,-7.011270523E-2,3.843116760E-1
9.789602800E0,2.425079048E-2,-2.893161774E-2,3.413524628E-1
9.799602800E0,2.425079048E-2,-2.893161774E-2,3.413524628E-1
9.809602800E0,3.072813153E-2,2.846121788E-2,5.338954926E-2
9.819602800E0,-1.753531396E-2,4.804849625E-2,-2.063179016E-2
9.829602800E0,-3.965963423E-2,5.083322525E-2,2.806186676E-2
9.839602800E0,-3.151413798E-2,5.239963531E-2,7.467556000E-2
9.849602800E0,-2.412250638E-2,2.828288078E-2,1.262512207E-1
9.859602800E0,4.627034068E-3,-3.711700439E-3,1.239089966E-1
9.869602800E0,-4.001930356E-3,-3.122830391E-2,9.860610962E-2
9.879602800E0,-2.146427333E-2,-5.448198318E-2,8.992862701E-2
9.889602800E0,-4.577660561E-2,-7.812976837E-2,9.072494507E-2
9.899602800E0,-7.832904160E-2,-8.813190460E-2,1.087818146E-1
9.909602800E0,-8.246278763E-2,-1.028304100E-1,1.213474274E-1
9.919602800E0,-8.448012173E-2,-9.123182297E-2,1.338987350E-1
9.929602800E0,-7.245863974E-2,-7.267665863E-2,1.224374771E-1
9.939602800E0,-7.245863974E-2,-7.267665863E-2,1.224374771E-1
9.949602800E0,-2.197597921E-2,-2.933645248E-2,1.310539246E-1
9.959602800E0,-2.737686038E-3,-2.307820320E-2,1.242904663E-1
9.969602800E0,2.036556602E-3,-7.196426392E-3,8.162689209E-2
9.979602800E0,2.036556602E-3,-7.196426392E-3,8.162689209E-2
9.989602800E0,2.036556602E-3,-7.196426392E-3,8.162689209E-2
9.999602800E0,-1.089973748E-2,9.712219238E-3,1.196107864E-1
1.000960280E1,7.723718882E-4,9.709596634E-3,4.606819153E-2
1.001960280E1,2.040646970E-2,-2.719259262E-2,4.306030273E-2
1.002960280E1,1.550674438E-2,-3.817629814E-2,9.430599213E-2
1.003960280E1,1.550674438E-2,-3.817629814E-2,9.430599213E-2
1.004960280E1,2.407540381E-2,-5.380177498E-2,1.773900986E-1
1.005960280E1,2.407540381E-2,-5.380177498E-2,1.773900986E-1
1.006960280E1,-1.059070230E-3,-5.100345612E-2,4.239273071E-2
1.007960280E1,-2.255044878E-2,-2.987718582E-2,3.338527679E-2
1.008960280E1,-2.255044878E-2,-2.987718582E-2,3.338527679E-2
1.009960280E1,4.128828645E-3,1.047968864E-2,9.351921082E-2
1.010960280E1,3.844544291E-3,2.248048782E-3,1.137504578E-1
1.011960280E1,1.303620636E-2,1.084351540E-2,1.292123795E-1
1.012960280E1,2.261891961E-2,1.657652855E-2,1.373643875E-1
1.013960280E1,2.261891961E-2,1.657652855E-2,1.373643875E-1
1.014960280E1,2.261891961E-2,1.657652855E-2,1.373643875E-1
1.015960280E1,2.261891961E-2,1.657652855E-2,1.373643875E-1
1.016960280E1,-1.298892498E-2,-4.560494423E-2,1.104526520E-1
1.017960280E1,-3.483535349E-2,-5.650377274E-2,9.779644012E-2
1.018960280E1,-3.483535349E-2,-5.650377274E-2,9.779644012E-2
1.019960280E1,-4.941040277E-2,-6.467008591E-2,8.764076233E-2
1.020960280E1,-3.526793420E-2,-7.120704651E-2,9.810543060E-2
1.021960280E1,-3.526793420E-2,-7.120704651E-2,9.810543060E-2
1.022960280E1,-3.771868348E-2,-5.292320251E-2,1.174287796E-1
1.023960280E1,-3.054164350E-2,-4.327487946E-2,1.253395081E-1
1.024960280E1,-2.809491754E-2,-3.400063515E-2,1.331405640E-1
1.025960280E1,-6.869316101E-3,-1.867246628E-2,8.145523071E-2
1.026960280E1,-7.353723049E-3,-2.869153023E-2,1.977443695E-2
1.027960280E1,-5.714252591E-3,-2.139687538E-2,-3.456306458E-2
1.028960280E1,-1.168698072E-2,-2.420496941E-2,2.009773254E-2
1.029960280E1,-1.904016733E-2,-2.751827240E-2,1.026477814E-1
1.030960280E1,-3.047940135E-2,-3.362011909E-2,1.898841858E-1
1.031960280E1,-2.462758124E-2,-2.631211281E-2,2.433280945E-1
1.032960280E1,-2.462758124E-2,-2.631211281E-2,2.433280945E-1
1.033960280E1,6.132692099E-3,-8.485794067E-3,1.246891022E-1
1.034960280E1,6.132692099E-3,-8.485794067E-3,1.246891022E-1
1.035960280E1,-9.005576372E-3,1.127815247E-2,-1.329135895E-2
1.036960280E1,-3.824126720E-2,-6.154060364E-3,6.208419800E-4
1.037960280E1,-4.746340215E-2,5.323886871E-4,-7.469940186E-2
1.038960280E1,-6.583435833E-2,-1.180887222E-2,1.522922516E-2
1.039960280E1,-5.248670280E-2,-1.223802567E-2,1.913442612E-1
1.040960280E1,-7.864952087E-3,-6.692695618E-2,4.299583435E-1
1.041960280E1,3.450760245E-2,-6.679797173E-2,2.815427780E-1
1.042960280E1,5.351217091E-2,-5.298924446E-2,8.021450043E-2
1.043960280E1,6.148645282E-2,-3.862500191E-2,-8.266544342E-2
1.044960280E1,6.148645282E-2,-3.862500191E-2,-8.266544342E-2
1.045960280E1,-3.196005523E-2,-7.427334785E-2,-9.178924561E-2
1.046960280E1,-3.196005523E-2,-7.427334785E-2,-9.178924561E-2
1.047960280E1,-6.219787896E-2,-1.005105972E-1,2.032575607E-1
1.048960280E1,-3.813803196E-4,-2.845859528E-2,2.503089905E-1
1.049960280E1,-3.813803196E-4,-2.845859528E-2,2.503089905E-1
1.050960280E1,1.873607934E-2,3.654575348E-2,9.244441986E-2
1.051960280E1,8.411630988E-3,3.487515450E-2,5.438804626E-2
1.052960280E1,8.411630988E-3,3.487515450E-2,5.438804626E-2
1.053960280E1,-4.758462310E-3,9.556531906E-3,1.048421860E-1
1.054960280E1,-2.248331904E-3,1.636981964E-3,1.108732224E-1
1.055960280E1,-2.312123775E-3,-1.116871834E-2,9.053611755E-2
1.056960280E1,-1.598027349E-2,-4.204821587E-2,8.325481415E-2
1.057960280E1,-2.931405604E-2,-5.807685852E-2,1.009960175E-1
1.058960280E1,-2.931405604E-2,-5.807685852E-2,1.009960175E-1
1.059960280E1,-6.186185777E-2,-6.565809250E-2,1.223058701E-1
1.060960280E1,-6.186185777E-2,-6.565809250E-2,1.223058701E-1
1.061960280E1,-7.082264125E-2,-6.313419342E-2,1.039438248E-1
1.062960280E1,-5.435790122E-2,-6.656289101E-2,8.520507812E-2
1.063960280E1,-5.435790122E-2,-6.656289101E-2,8.520507812E-2
1.064960280E1,-2.649891376E-2,-4.192423820E-2,1.156177521E-1
1.065960280E1,-1.292358339E-2,-4.700255394E-2,1.282262802E-1
1.066960280E1,-1.373606920E-2,-4.497551918E-2,1.048965454E-1
1.067960280E1,4.448577762E-3,-3.588438034E-2,4.561710358E-2
1.068960280E1,4.448577762E-3,-3.588438034E-2,4.561710358E-2
1.069960280E1,4.448577762E-3,-3.588438034E-2,4.561710358E-2
1.070960280E1,4.448577762E-3,-3.588438034E-2,4.561710358E-2
1.071960280E1,1.978942752E-2,-4.365444183E-3,-3.514862061E-2
1.072960280E1,2.151425183E-2,-4.064035416E-2,7.671356201E-3
1.073960280E1,2.151425183E-2,-4.064035416E-2,7.671356201E-3
1.074960280E1,2.768814564E-2,-5.859804153E-2,1.802644730E-1
1.075960280E1,2.680756152E-2,-5.278348923E-2,1.717443466E-1
1.076960280E1,2.680756152E-2,-5.278348923E-2,1.717443466E-1
1.077960280E1,1.547549665E-2,-2.205133438E-2,4.695510864E-2
1.078960280E1,1.547549665E-2,-2.205133438E-2,4.695510864E-2
1.079960280E1,-2.566841245E-2,-2.347707748E-3,8.214759827E-2
1.080960280E1,-9.472727776E-3,-1.633644104E-3,1.341524124E-1
1.081960280E1,-9.948089719E-3,3.105878830E-3,1.253099442E-1
1.082960280E1,-8.479207754E-4,-1.146531105E-2,1.283884048E-1
1.083960280E1,-8.204892278E-3,-9.421586990E-3,1.338214874E-1
1.084960280E1,-8.204892278E-3,-9.421586990E-3,1.338214874E-1
1.085960280E1,-1.740263402E-2,-3.334522247E-2,1.185922623E-1
1.086960280E1,-1.740263402E-2,-3.334522247E-2,1.185922623E-1
1.087960280E1,-1.740263402E-2,-3.334522247E-2,1.185922623E-1
1.088960280E1,-1.740263402E-2,-3.334522247E-2,1.185922623E-1
1.089960280E1,-4.185202718E-2,-4.893898964E-2,6.377696991E-2
1.090960280E1,-4.160571098E-2,-5.379796028E-2,9.564590454E-2
1.091960280E1,-4.609601200E-2,-5.643892288E-2,9.873008728E-2
1.092960280E1,-3.404971957E-2,-5.024766922E-2,1.095199585E-1
1.093960280E1,-3.404971957E-2,-5.024766922E-2,1.095199585E-1
1.094960280E1,-2.467371523E-2,-2.313327789E-2,1.320781708E-1
1.095960280E1,-1.503883302E-2,-2.183580399E-2,1.324939728E-1
1.096960280E1,-1.653815806E-2,-1.056790352E-2,1.019268036E-1
1.097960280E1,-2.582696080E-2,-4.763841629E-3,5.676746368E-2
1.098960280E1,-2.582696080E-2,-4.763841629E-3,5.676746368E-2
1.099960280E1,-1.892784238E-2,-3.740143776E-2,-2.043724060E-3
1.100960280E1,-2.455195785E-2,-5.893111229E-2,9.285831451E-2
1.101960280E1,-1.721537113E-2,-6.397366524E-2,1.414327621E-1
1.102960280E1,-2.133902907E-2,-5.780577660E-2,2.017421722E-1
1.103960280E1,-2.133902907E-2,-5.780577660E-2,2.017421722E-1
1.104960280E1,2.789333463E-3,-2.679443359E-2,1.395034790E-1
1.105960280E1,-1.999065280E-3,-1.242923737E-2,5.810070038E-2
1.106960280E1,-1.999065280E-3,-1.242923737E-2,5.810070038E-2
1.107960280E1,-1.004505157E-2,-1.493906975E-2,-2.019119263E-2
1.108960280E1,-1.004505157E-2,-1.493906975E-2,-2.019119263E-2
1.109960280E1,-1.004505157E-2,-1.493906975E-2,-2.019119263E-2
1.109960280E1,-4.889236391E-2,-3.033638000E-2,-2.937316895E-2
1.111960280E1,-4.985849559E-2,-5.394506454E-2,3.985214233E-1
1.112960280E1,-5.289539695E-3,-6.468582153E-2,3.263463974E-1
1.113960280E1,6.010548025E-2,-4.107165337E-2,8.362197876E-2
1.114960280E1,5.440137535E-2,-1.914477348E-2,-9.186649323E-2
1.115960280E1,5.058770627E-2,-1.004266739E-2,-1.734933853E-1
1.116960280E1,5.058770627E-2,-1.004266739E-2,-1.734933853E-1
1.117960280E1,-4.636918008E-2,-1.102156639E-1,7.784366608E-2
1.118960280E1,-5.818335712E-2,-1.151385307E-1,1.887111664E-1
1.119960280E1,-5.028295517E-2,-7.825636864E-2,2.393159866E-1
1.120960280E1,-7.083773613E-3,4.486322403E-3,1.807823181E-1
1.121960280E1,-7.083773613E-3,4.486322403E-3,1.807823181E-1
1.122960280E1,2.507135272E-2,4.608178139E-2,9.022521973E-2
1.123960280E1,2.413193882E-2,4.369592667E-2,7.511711121E-2
1.124960280E1,6.310150027E-3,2.794718742E-2,6.272411346E-2
1.125960280E1,6.222382188E-3,2.286672592E-3,6.054592133E-2
1.126960280E1,6.222382188E-3,2.286672592E-3,6.054592133E-2
1.127960280E1,6.222382188E-3,2.286672592E-3,6.054592133E-2
1.128960280E1,-4.555642605E-2,-6.125855446E-2,1.406984329E-1
1.129960280E1,-4.555642605E-2,-6.125855446E-2,1.406984329E-1
1.130960280E1,-5.478109419E-2,-5.927014351E-2,1.254806519E-1
1.131960280E1,-6.094849110E-2,-6.658220291E-2,1.103210449E-1
1.132960280E1,-4.820443690E-2,-6.221437454E-2,8.232116699E-2
1.133960280E1,-4.599468410E-2,-7.188844681E-2,8.151721954E-2
1.134960280E1,-1.992504299E-2,-8.635854721E-2,9.986305237E-2
1.135960280E1,-1.308411360E-2,-7.201910019E-2,1.134452820E-1
1.136960280E1,-4.088252783E-3,-6.255745888E-2,1.310167313E-1
1.137960280E1,3.202259541E-4,-5.818390846E-2,1.444759369E-1
1.138960280E1,-2.408474684E-3,-3.944730759E-2,8.610916138E-2
1.139960280E1,4.329159856E-3,-1.840281487E-2,6.168365479E-3
1.140960280E1,-1.594068110E-2,2.384185791E-7,1.671867371E-1
1.141960280E1,-4.541382194E-3,1.762866974E-3,1.542415619E-1
1.142960280E1,-2.361088991E-4,1.095795631E-2,1.688098907E-2
1.143960280E1,9.221881628E-3,-1.535820961E-2,-2.697181702E-2
1.144960280E1,1.304203272E-2,-3.025913239E-2,9.897327423E-2
1.145960280E1,1.465107501E-2,-4.883170128E-2,1.749973297E-1
1.146960280E1,2.340768278E-2,-4.391717911E-2,1.814479828E-1
1.147960280E1,2.980078757E-2,-3.986382484E-2,1.134042740E-1
1.148960280E1,2.980078757E-2,-3.986382484E-2,1.134042740E-1
1.149960280E1,5.323231220E-3,-1.185798645E-2,5.028724670E-2
1.150960280E1,-1.368124783E-2,-2.167439461E-2,8.537387848E-2
1.151960280E1,-4.058703780E-3,-9.692907333E-3,1.061716080E-1
1.152960280E1,-7.162615657E-3,-1.949381828E-2,1.428899765E-1
1.153960280E1,-7.162615657E-3,-1.949381828E-2,1.428899765E-1
1.154960280E1,1.636072993E-3,-3.511953354E-2,1.457681656E-1
1.155960280E1,-8.040562272E-3,-2.912378311E-2,1.207027435E-1
1.156960280E1,-8.040562272E-3,-2.912378311E-2,1.207027435E-1
1.157960280E1,-3.575304151E-2,-5.482292175E-2,1.147890091E-1
1.158960280E1,-4.021951556E-2,-5.160999298E-2,1.087703705E-1
1.159960280E1,-4.939261079E-2,-4.846787453E-2,9.554958344E-2
1.160960280E1,-4.142279923E-2,-5.368471146E-2,6.447410583E-2
1.161960280E1,-4.142279923E-2,-5.368471146E-2,6.447410583E-2
1.162960280E1,-3.586101532E-2,-4.631090164E-2,6.950855255E-2
1.163960280E1,-3.538252413E-2,-4.951810837E-2,9.246921539E-2
1.164960280E1,-2.994574606E-2,-2.751994133E-2,1.095600128E-1
1.165960280E1,-2.040722966E-2,-2.390289307E-2,1.156454086E-1
1.166960280E1,-2.521960437E-2,-1.313400269E-2,1.097517014E-1
1.167960280E1,-1.339764893E-2,-2.427458763E-2,9.895896912E-2
1.168960280E1,-8.157119155E-3,-1.560258865E-2,1.012802124E-1
1.169960280E1,-2.898022532E-3,6.732940674E-3,9.767436981E-2
1.170960280E1,4.749894142E-3,-1.865887642E-2,7.735729218E-2
1.171960280E1,7.332369685E-3,-2.212858200E-2,2.602672577E-2
1.172960280E1,7.332369685E-3,-2.212858200E-2,2.602672577E-2
1.173960280E1,7.332369685E-3,-2.212858200E-2,2.602672577E-2
1.174960280E1,-1.226633787E-3,-5.472731590E-2,8.322811127E-2
1.175960280E1,-1.226633787E-3,-5.472731590E-2,8.322811127E-2
1.176960280E1,-1.226633787E-3,-5.472731590E-2,8.322811127E-2
1.177960280E1,-5.438938737E-3,-5.365371704E-2,2.197990417E-1
1.178960280E1,9.588643909E-3,-2.586722374E-2,1.390781403E-1
1.179960280E1,5.223006010E-4,-9.886741638E-3,5.601215363E-2
1.180960280E1,-2.568979561E-2,-3.611564636E-3,-7.808971405E-2
1.181960280E1,-3.972843289E-2,3.830194473E-3,-7.872295380E-2
1.182960280E1,-5.848035216E-2,-7.006645203E-3,-1.078224182E-1
1.183960280E1,-6.236827374E-2,-7.464170456E-3,-7.442283630E-2
1.184960280E1,-5.483253300E-2,-5.165171623E-2,3.945674896E-1
1.185960280E1,-3.966654837E-2,-8.037757874E-2,4.920320511E-1
1.186960280E1,-1.036605239E-2,-8.466267586E-2,4.572477341E-1
1.187960280E1,4.874294996E-2,-7.145524025E-2,2.519569397E-1
1.188960280E1,4.874294996E-2,-7.145524025E-2,2.519569397E-1
1.189960280E1,2.038539946E-2,-2.862954140E-2,-3.080043793E-1
1.190960280E1,2.038539946E-2,-2.862954140E-2,-3.080043793E-1
1.191960280E1,-4.732601345E-2,-8.439064026E-2,-1.807212830E-3
1.192960280E1,-6.097137928E-3,-8.421325684E-2,3.303422928E-1
1.193960280E1,-6.097137928E-3,-8.421325684E-2,3.303422928E-1
1.194960280E1,-6.097137928E-3,-8.421325684E-2,3.303422928E-1
1.195960280E1,4.139797390E-2,1.110601425E-2,1.669378281E-1
1.196960280E1,2.416245639E-2,5.933713913E-2,4.287719727E-2
1.197960280E1,-7.675722241E-3,5.647563934E-2,1.743698120E-2
1.198960280E1,-1.384061575E-2,6.010627747E-2,2.121353149E-2
1.199960280E1,-1.384061575E-2,6.010627747E-2,2.121353149E-2
1.200960280E1,-1.384061575E-2,6.010627747E-2,2.121353149E-2
1.201960280E1,-2.132803202E-4,9.032964706E-3,8.970737457E-2
1.202960280E1,-4.020930827E-2,-1.085186005E-2,1.158447266E-1
1.203960280E1,-4.634265602E-2,-4.114913940E-2,1.249876022E-1
1.204960280E1,-4.634265602E-2,-4.114913940E-2,1.249876022E-1
1.205960280E1,-8.444213867E-2,-8.007168770E-2,1.132059097E-1
1.206960280E1,-8.919817209E-2,-8.320355415E-2,9.075546265E-2
1.207960280E1,-6.089740992E-2,-6.308960915E-2,6.501388550E-2
1.208960280E1,-6.089740992E-2,-6.308960915E-2,6.501388550E-2
1.209960280E1,-3.498144448E-2,-5.238556862E-2,1.063623428E-1
1.210960280E1,-1.850806177E-2,-4.327583313E-2,1.366624832E-1
1.211960280E1,-1.850806177E-2,-4.327583313E-2,1.366624832E-1
1.212960280E1,-9.135007858E-4,-2.142238617E-2,2.384757996E-2
1.213960280E1,8.112758398E-3,-1.754260063E-2,1.306343079E-1
1.214960280E1,4.999652505E-3,-6.460666656E-3,1.416559219E-1
1.215960280E1,4.478096962E-3,6.473064423E-3,3.453350067E-2
1.216960280E1,4.478096962E-3,6.473064423E-3,3.453350067E-2
1.217960280E1,4.478096962E-3,6.473064423E-3,3.453350067E-2
1.218960280E1,4.478096962E-3,6.473064423E-3,3.453350067E-2
1.219960280E1,3.625652194E-2,-4.435873032E-2,1.386919022E-1
1.220960280E1,2.806605399E-2,-5.735588074E-2,1.065835953E-1
1.221960280E1,2.019804716E-2,-4.178738594E-2,6.725311279E-2
1.222960280E1,2.019804716E-2,-4.178738594E-2,6.725311279E-2
1.223960280E1,-1.341363788E-2,-8.477449417E-3,6.928825378E-2
1.224960280E1,-1.844117045E-2,3.424882889E-3,8.295822144E-2
1.225960280E1,-9.465396404E-3,2.054452896E-2,1.158962250E-1
1.226960280E1,9.144708514E-3,3.294610977E-2,1.416721344E-1
1.227960280E1,9.144708514E-3,3.294610977E-2,1.416721344E-1
1.228960280E1,1.063373685E-2,2.182888985E-2,1.135511398E-1
1.229960280E1,5.876123905E-3,1.720571518E-2,9.616947174E-2
1.230960280E1,3.453806043E-3,5.950927734E-4,1.051206589E-1
1.231960280E1,3.453806043E-3,5.950927734E-4,1.051206589E-1
1.232960280E1,-1.397095621E-2,-2.760124207E-2,8.649921417E-2
1.233960280E1,-2.126517892E-2,-3.691601753E-2,7.393360138E-2
1.234960280E1,-2.131122351E-2,-4.344248772E-2,6.387329102E-2
1.235960280E1,-2.584600449E-2,-4.924225807E-2,7.729911804E-2
1.236960280E1,-3.044635057E-2,-4.116177559E-2,8.167648315E-2
1.237960280E1,-1.850771904E-2,-4.501914978E-2,9.084796906E-2
1.238960280E1,-2.835704386E-2,-3.939056396E-2,1.047782898E-1
1.239960280E1,-2.872684598E-2,-3.088784218E-2,1.229667664E-1
1.240960280E1,-3.130379319E-2,-2.575898170E-2,1.176080704E-1
1.241960280E1,-3.615076840E-2,-1.350975037E-2,1.002645493E-1
1.242960280E1,-3.126829863E-2,-1.316070557E-2,9.491443634E-2
1.243960280E1,-3.126829863E-2,-1.316070557E-2,9.491443634E-2
1.244960280E1,-1.698581874E-2,-1.357698441E-2,6.235504150E-2
1.245960280E1,-1.948881149E-2,-1.957249641E-2,7.399368286E-2
1.246960280E1,-1.727850735E-2,-1.120090485E-2,7.605266571E-2
1.247960280E1,-1.035144925E-2,-2.328801155E-2,9.930133820E-2
1.248960280E1,-1.035144925E-2,-2.328801155E-2,9.930133820E-2
1.248960280E1,-1.749458909E-2,-3.166270256E-2,1.013698578E-1
1.250960280E1,-7.582724094E-3,-2.245664597E-2,1.125888824E-1
1.251960280E1,-7.582724094E-3,-2.245664597E-2,1.125888824E-1
1.252960280E1,-1.900869608E-2,-4.953145981E-3,9.473323822E-2
1.253960280E1,-1.886431873E-2,-1.078367233E-3,9.687995911E-2
1.254960280E1,-2.584898472E-2,-1.151919365E-2,9.904193878E-2
1.255960280E1,-1.126882434E-2,-1.603984833E-2,1.032543182E-1
1.256960280E1,-1.126882434E-2,-1.603984833E-2,1.032543182E-1
1.257960280E1,-4.118263721E-3,-3.332567215E-2,1.007146835E-1
1.258960280E1,-6.257489324E-3,-3.145051003E-2,1.077613831E-1
1.259960280E1,1.032248139E-3,-2.057266235E-2,1.098585129E-1
1.260960280E1,1.032248139E-3,-2.057266235E-2,1.098585129E-1
1.261960280E1,-8.761197329E-3,-3.367614746E-2,7.842159271E-2
1.262960280E1,5.187541246E-3,-1.950740814E-2,2.568817139E-2
1.263960280E1,5.187541246E-3,-1.950740814E-2,2.568817139E-2
1.264960280E1,-2.012315392E-2,-1.576113701E-2,3.321456909E-2
1.265960280E1,-2.726197243E-2,-2.459764481E-2,1.124258041E-1
1.266960280E1,-1.731552184E-2,-3.605246544E-2,2.059469223E-1
1.267960280E1,2.809450030E-3,-3.722381592E-2,2.918357849E-1
1.268960280E1,2.809450030E-3,-3.722381592E-2,2.918357849E-1
1.268960280E1,1.991207898E-2,-2.469968796E-2,2.003612518E-1
1.269960280E1,1.316119730E-2,-5.191326141E-3,8.489131927E-2
1.271960280E1,1.316119730E-2,-5.191326141E-3,8.489131927E-2
1.272960280E1,-3.591504693E-2,4.595279694E-3,-9.698867798E-2
1.273960280E1,-5.726295710E-2,-4.439830780E-3,-8.182048798E-2
1.274960280E1,-4.223616421E-2,-5.630254745E-3,1.178922653E-1
1.275960280E1,-2.103285491E-2,-3.894495964E-2,4.449062347E-1
1.276960280E1,1.961965859E-2,-5.302667618E-2,4.258289337E-1
1.277960280E1,6.145029515E-2,-4.929757118E-2,2.363739014E-1
1.278960280E1,5.450011045E-2,-3.605198860E-2,-4.648685455E-2
1.279960280E1,-2.173191309E-2,-4.049515724E-2,-2.780122757E-1
1.280960280E1,-4.491184652E-2,-5.773711205E-2,-1.475324631E-1
1.281960280E1,-7.249930501E-2,-7.436180115E-2,9.326076508E-2
1.282960280E1,-5.968850851E-2,-6.748509407E-2,2.573137283E-1
1.283960280E1,1.238809526E-2,-1.790428162E-2,3.374538422E-1
1.284960280E1,2.693687379E-2,8.000373840E-3,2.056570053E-1
1.285960280E1,2.089542150E-2,3.797960281E-2,7.847023010E-2
1.286960280E1,-8.585304022E-4,4.932761192E-2,-1.503372192E-2
1.287960280E1,-3.176361322E-2,6.718921661E-2,1.954269409E-2
1.288960280E1,-3.299899399E-2,4.979348183E-2,7.817173004E-2
1.289960280E1,-6.483480334E-3,3.557920456E-2,1.130609512E-1
1.290960280E1,1.706831157E-2,7.126092911E-3,1.360054016E-1
1.291960280E1,2.495439351E-2,-2.528452873E-2,1.239585876E-1
