"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.181960280E1,-1.762612164E-2,-4.930090904E-2,1.084327698E-1
3.182960280E1,-2.024447918E-2,-5.384683609E-2,9.818267822E-2
3.183960280E1,-2.043266594E-2,-4.645466805E-2,7.355880737E-2
3.184960280E1,-2.043266594E-2,-4.645466805E-2,7.355880737E-2
3.185960280E1,-2.497804165E-2,-6.285810471E-2,9.060096741E-2
3.186960280E1,-2.976289392E-2,-6.036996841E-2,8.510208130E-2
3.187960280E1,-2.267600596E-2,-4.841852188E-2,9.393024445E-2
3.188960280E1,-1.829063892E-2,-3.928422928E-2,8.751964569E-2
3.189960280E1,-8.977472782E-3,-2.539801598E-2,1.105718613E-1
3.190960280E1,-2.334307134E-2,-1.857733727E-2,1.001462936E-1
3.191960280E1,-8.981093764E-3,-1.190233231E-2,1.064357758E-1
3.192960280E1,-8.981093764E-3,-1.190233231E-2,1.064357758E-1
3.193960280E1,-4.157274961E-3,-9.371757507E-3,1.107234955E-1
3.194960280E1,5.126446486E-3,-7.688045502E-3,5.230617523E-2
3.195960280E1,4.630565643E-3,-1.521730423E-2,-1.079082489E-2
3.196960280E1,-6.039455533E-3,-2.889800072E-2,1.666545868E-2
3.197960280E1,-2.047722042E-2,-4.530644417E-2,1.046247482E-1
3.198960280E1,-1.543343067E-2,-4.560160637E-2,1.828203201E-1
3.199960280E1,-1.474003494E-2,-5.194830894E-2,2.486696243E-1
3.200960280E1,-1.344777644E-2,-4.849720001E-2,2.118644714E-1
3.201960280E1,3.474965692E-3,-1.416897774E-2,1.189613342E-1
3.202960280E1,-8.738890290E-3,-8.266448975E-3,3.093433380E-2
3.203960280E1,-4.207268357E-3,5.823135376E-3,-2.805614471E-2
3.204960280E1,-3.323619068E-2,-1.554203033E-2,-1.579952240E-2
3.205960280E1,-4.489414394E-2,-2.029967308E-2,-5.241489410E-2
3.206960280E1,-4.635575414E-2,-2.954506874E-2,2.838897705E-2
3.207960280E1,-4.980306327E-2,-2.929306030E-2,1.905803680E-1
3.208960280E1,-4.711940885E-3,-8.012843132E-2,3.846340179E-1
3.209960280E1,2.602265775E-2,-8.869004250E-2,3.085689545E-1
3.210960280E1,6.686210632E-2,-6.458353996E-2,1.005353928E-1
3.211960280E1,6.574712694E-2,-4.724740982E-2,-9.063434601E-2
3.212960280E1,6.574712694E-2,-4.724740982E-2,-9.063434601E-2
3.213960280E1,6.574712694E-2,-4.724740982E-2,-9.063434601E-2
3.214960280E1,6.574712694E-2,-4.724740982E-2,-9.063434601E-2
3.215960280E1,-1.989865303E-2,-9.818816185E-2,2.167043686E-1
3.216960280E1,-1.989865303E-2,-9.818816185E-2,2.167043686E-1
3.217960280E1,4.250040650E-2,1.369738579E-2,1.596288681E-1
3.218960280E1,1.223558187E-2,1.872324944E-2,8.818340302E-2
3.219960280E1,-5.487456918E-3,4.320526123E-2,5.514812469E-2
3.220960280E1,-2.929575741E-2,3.084325790E-2,6.906032562E-2
3.221960280E1,-3.854519129E-2,3.041696548E-2,7.782554626E-2
3.222960280E1,-3.165811300E-2,1.958847046E-3,8.678245544E-2
3.223960280E1,-2.278612554E-2,7.642745972E-3,9.591197968E-2
3.224960280E1,-2.816914022E-2,-3.108048439E-2,1.046638489E-1
3.225960280E1,-2.499417961E-2,-3.302812576E-2,1.136941910E-1
3.226960280E1,-2.136103809E-2,-5.709838867E-2,1.058063507E-1
3.227960280E1,-3.199911118E-2,-6.711411476E-2,9.543895721E-2
3.228960280E1,-5.938139558E-2,-7.310461998E-2,7.219409943E-2
3.229960280E1,-6.169600785E-2,-7.361817360E-2,7.136058807E-2
3.230960280E1,-5.703628063E-2,-7.127070427E-2,7.305145264E-2
3.231960280E1,-5.732087791E-2,-7.612824440E-2,8.191585541E-2
3.232960280E1,-2.962367237E-2,-6.714653969E-2,1.019020081E-1
3.233960280E1,-1.589524746E-2,-5.877590179E-2,1.217250824E-1
3.234960280E1,-1.350104809E-2,-5.159330368E-2,1.049661636E-1
3.235960280E1,1.824051142E-4,-3.154730797E-2,4.570007324E-2
3.236960280E1,4.602119327E-3,-1.773500443E-2,6.640243530E-2
3.237960280E1,1.111032069E-2,-6.289720535E-3,1.038665771E-1
3.238960280E1,-3.924876451E-3,5.353927612E-3,1.389951706E-1
3.239960280E1,-3.924876451E-3,5.353927612E-3,1.389951706E-1
3.240960280E1,1.359865069E-2,-1.149177551E-2,-2.589988708E-2
3.241960280E1,6.511673331E-3,-1.497292519E-2,-4.057025909E-2
3.242960280E1,1.845385134E-2,-2.981519699E-2,3.111934662E-2
3.243960280E1,1.845385134E-2,-2.981519699E-2,3.111934662E-2
3.244960280E1,2.850110829E-2,-5.557370186E-2,1.766157150E-1
3.245960280E1,2.850110829E-2,-5.557370186E-2,1.766157150E-1
3.246960280E1,-1.054422557E-2,-4.288530350E-2,1.299638748E-1
3.247960280E1,-1.054422557E-2,-4.288530350E-2,1.299638748E-1
3.248960280E1,-2.716687322E-2,-2.097249031E-2,1.017112732E-1
3.249960280E1,-2.716687322E-2,-2.097249031E-2,1.017112732E-1
3.250960280E1,-2.517789602E-3,1.627826691E-2,1.078920364E-1
3.251960280E1,9.866982698E-3,3.820896149E-3,7.352924347E-2
3.252960280E1,1.659584045E-2,-9.516239166E-3,9.229087830E-2
3.253960280E1,2.120159566E-2,-6.208658218E-3,9.666156769E-2
3.254960280E1,-5.288720131E-4,-1.706552505E-2,1.130590439E-1
3.255960280E1,-1.777477562E-2,-3.655123711E-2,1.051044464E-1
3.256960280E1,-1.347370446E-2,-4.286479950E-2,7.833290100E-2
3.257960280E1,-2.100704610E-2,-3.230214119E-2,8.511638641E-2
3.258960280E1,-1.886889338E-2,-4.082918167E-2,8.234214783E-2
3.259960280E1,-1.886889338E-2,-4.082918167E-2,8.234214783E-2
3.260960280E1,-3.357575834E-2,-3.183269501E-2,8.868885040E-2
3.261960280E1,-2.431829274E-2,-3.490066528E-2,8.370590210E-2
3.262960280E1,-2.944022417E-2,-4.970455170E-2,8.597183228E-2
3.263960280E1,-2.982366085E-2,-3.581929207E-2,7.625389099E-2
3.264960280E1,-3.471432626E-2,-3.358578682E-2,1.025447845E-1
3.265960280E1,-1.326233149E-2,-3.376150131E-2,1.024942398E-1
3.266960280E1,-2.057266235E-2,-3.166651726E-2,1.095895767E-1
3.267960280E1,-2.057266235E-2,-3.166651726E-2,1.095895767E-1
3.268960280E1,-2.254793048E-2,-1.863980293E-2,9.007167816E-2
3.269960280E1,-1.275545359E-2,-1.679253578E-2,8.992290497E-2
3.270960280E1,-6.528347731E-4,-7.611751556E-3,9.939193726E-2
3.271960280E1,-4.941895604E-3,-2.278113365E-2,1.303033829E-1
3.272960280E1,-1.201675832E-2,-2.801656723E-2,1.182088852E-1
3.273960280E1,-2.731889486E-3,-3.093171120E-2,7.017517090E-2
3.273960280E1,-2.731889486E-3,-3.093171120E-2,7.017517090E-2
3.275960280E1,-3.282159567E-2,-4.057669640E-2,5.488395691E-3
3.276960280E1,-3.780099750E-2,-4.736208916E-2,7.502651215E-2
3.277960280E1,-4.219229519E-2,-5.906224251E-2,1.660890579E-1
3.278960280E1,-2.718742192E-2,-5.222463608E-2,2.474069595E-1
3.279960280E1,7.033288479E-3,-2.950429916E-2,2.128963470E-1
3.280960280E1,1.641865075E-2,-8.161067963E-3,1.259803772E-1
3.281960280E1,1.364915073E-2,1.337528229E-2,3.193378448E-2
3.282960280E1,6.126075983E-3,2.338862419E-2,-3.804683685E-2
3.283960280E1,-3.452955186E-2,2.011442184E-2,-4.547214508E-2
3.284960280E1,-4.381075501E-2,2.594852448E-2,-1.002445221E-1
3.285960280E1,-4.561981559E-2,2.072548866E-2,-3.922462463E-3
3.286960280E1,-3.744648397E-2,-5.752563477E-3,1.619195938E-1
3.287960280E1,-4.991754889E-3,-3.724741936E-2,3.995313644E-1
3.288960280E1,4.698069394E-2,-6.220316887E-2,3.633241653E-1
3.289960280E1,6.390880048E-2,-4.741954803E-2,1.281042099E-1
3.290960280E1,6.580857188E-2,-4.411268234E-2,-1.045970917E-1
3.291960280E1,-6.603822112E-3,-6.116414070E-2,-2.477188110E-1
3.292960280E1,-3.747010231E-2,-7.682347298E-2,-7.675552368E-2
3.293960280E1,-6.054207683E-2,-1.043052673E-1,1.349620819E-1
3.294960280E1,-2.406932414E-2,-9.445452690E-2,2.889432907E-1
3.295960280E1,2.833729982E-2,-2.742791176E-2,2.458391190E-1
3.296960280E1,4.083789885E-2,4.081964493E-3,1.112146378E-1
3.297960280E1,1.588073373E-2,2.162551880E-2,1.741695404E-2
3.298960280E1,-3.502890468E-3,4.975438118E-2,-1.144123077E-2
3.299960280E1,-3.792594373E-2,4.590439796E-2,3.265285492E-2
3.300960280E1,-2.997744083E-2,4.231452942E-2,7.436943054E-2
3.301960280E1,-1.547652483E-2,2.479791641E-2,1.090154648E-1
3.302960280E1,1.083746552E-3,7.748603821E-5,1.101322174E-1
3.303960280E1,4.633545876E-3,-2.627277374E-2,1.097669601E-1
3.304960280E1,-1.760664582E-2,-4.264354706E-2,1.105804443E-1
3.305960280E1,-3.927451372E-2,-5.458593369E-2,8.736228943E-2
3.306960280E1,-5.145388842E-2,-6.682538986E-2,8.082008362E-2
3.307960280E1,-9.905751050E-2,-7.689619064E-2,5.813884735E-2
3.308960280E1,-9.905751050E-2,-7.689619064E-2,5.813884735E-2
3.309960280E1,-8.378762007E-2,-8.129119873E-2,9.313774109E-2
3.310960280E1,-8.378762007E-2,-8.129119873E-2,9.313774109E-2
3.310960280E1,-6.422102451E-2,-7.862758636E-2,1.274175644E-1
3.312960280E1,-1.069346070E-2,-4.391241074E-2,1.034708023E-1
3.313960280E1,-1.069346070E-2,-4.391241074E-2,1.034708023E-1
3.314960280E1,5.621641874E-3,-3.064322472E-2,4.533672333E-2
3.315960280E1,1.205997169E-2,3.829240799E-3,-1.221656799E-2
3.316960280E1,2.158012986E-2,-5.950927734E-4,7.783985138E-2
3.317960280E1,4.564285278E-3,-2.385616302E-3,1.512041092E-1
3.318960280E1,6.662011147E-3,-8.905410767E-3,1.527614594E-1
3.319960280E1,6.662011147E-3,-8.905410767E-3,1.527614594E-1
3.320960280E1,1.870705187E-2,-3.163504601E-2,8.302974701E-2
3.321960280E1,1.873710752E-2,-5.322003365E-2,1.466531754E-1
3.322960280E1,2.328942716E-2,-5.652475357E-2,1.884746552E-1
3.323960280E1,2.328942716E-2,-5.652475357E-2,1.884746552E-1
3.324960280E1,1.928153634E-2,-4.833674431E-2,6.632232666E-2
3.325960280E1,5.006521940E-3,-2.888178825E-2,1.683044434E-2
3.326960280E1,5.006521940E-3,-2.888178825E-2,1.683044434E-2
3.327960280E1,-4.435911775E-3,2.268004417E-2,8.943367004E-2
3.328960280E1,2.280786633E-3,2.232933044E-2,1.194543839E-1
3.329960280E1,6.512701511E-3,1.455664635E-2,1.398277283E-1
3.330960280E1,1.342572272E-2,1.865148544E-2,1.529951096E-1
3.331960280E1,1.342572272E-2,1.865148544E-2,1.529951096E-1
3.332960280E1,1.553399861E-2,-1.018714905E-2,1.318359375E-1
3.333960280E1,8.332073689E-3,-1.726293564E-2,1.229963303E-1
3.334960280E1,-3.685072064E-3,-1.701521873E-2,1.118059158E-1
3.335960280E1,-1.810616255E-2,-3.588747978E-2,9.415149689E-2
3.336960280E1,-3.234283626E-2,-5.013656616E-2,1.068687439E-1
3.337960280E1,-4.886065423E-2,-5.223464966E-2,1.124591827E-1
3.338960280E1,-3.181470931E-2,-4.975676537E-2,1.132011414E-1
3.339960280E1,-4.550947249E-2,-3.990387917E-2,1.075372696E-1
3.340960280E1,-3.576353192E-2,-4.247760773E-2,9.383583069E-2
3.341960280E1,-2.865037322E-2,-4.492068291E-2,1.088981628E-1
3.342960280E1,-2.893076837E-2,-2.594971657E-2,9.997558594E-2
3.343960280E1,-2.708441019E-2,-1.714587212E-2,9.398174286E-2
3.344960280E1,-2.027833462E-2,-1.291298866E-2,1.041002274E-1
3.345960280E1,-2.307043970E-2,-1.353430748E-2,1.118059158E-1
3.346960280E1,-2.303414047E-2,-2.137899399E-2,1.171140671E-1
3.347960280E1,-2.271288633E-2,-3.940629959E-2,1.014156342E-1
3.348960280E1,-1.767820120E-2,-2.575230598E-2,1.186847687E-1
3.349960280E1,-5.449056625E-3,-4.064106941E-2,1.288280487E-1
3.350960280E1,-3.002867103E-3,-3.896665573E-2,1.125726700E-1
3.351960280E1,1.509205997E-2,-5.392289162E-2,1.288414001E-3
3.352960280E1,1.440849900E-2,-5.140662193E-2,-2.430438995E-2
3.353960280E1,-6.883740425E-4,-6.289267540E-2,-9.084701538E-3
3.354960280E1,-8.412688971E-3,-6.221866608E-2,6.605052948E-2
3.355960280E1,-1.924878359E-2,-6.725311279E-2,2.613754272E-1
3.356960280E1,-1.594722271E-2,-6.178450584E-2,2.831478119E-1
3.357960280E1,-5.412265658E-3,-3.803706169E-2,2.543773651E-1
3.358960280E1,7.035449147E-3,-1.248979568E-2,1.511964798E-1
3.359960280E1,7.035449147E-3,-1.248979568E-2,1.511964798E-1
3.360960280E1,-5.413070321E-3,1.920342445E-2,-6.890773773E-2
3.361960280E1,-3.431107104E-2,1.457142830E-2,-2.264785767E-2
3.360960280E1,-5.413070321E-3,1.920342445E-2,-6.890773773E-2
3.363960280E1,-5.430437624E-2,-1.826763153E-2,1.073865891E-1
3.364960280E1,-4.083569348E-2,-4.428672791E-2,3.285083771E-1
3.365960280E1,-2.555860579E-2,-5.962681770E-2,3.648719788E-1
3.366960280E1,1.506091654E-2,-6.442928314E-2,3.145866394E-1
3.367960280E1,7.938202471E-2,-5.169487000E-2,-2.119731903E-2
3.368960280E1,6.397465616E-2,-3.920316696E-2,-1.456041336E-1
3.369960280E1,4.441381991E-2,-5.422759056E-2,-1.834354401E-1
3.370960280E1,-1.687884331E-2,-8.700323105E-2,-8.195018768E-2
3.371960280E1,-4.292653501E-2,-1.112563610E-1,2.002754211E-1
3.372960280E1,-3.269746900E-2,-7.361388206E-2,2.534894943E-1
3.373960280E1,-8.222565055E-3,-3.030133247E-2,2.320175171E-1
3.374960280E1,1.896440983E-2,1.418924332E-2,1.431427002E-1
3.375960280E1,-6.875112653E-3,2.639961243E-2,4.916477203E-2
3.376960280E1,-6.875112653E-3,2.639961243E-2,4.916477203E-2
3.377960280E1,-1.107086241E-2,2.033972740E-2,9.984397888E-2
3.378960280E1,-3.422334790E-3,1.046490669E-2,9.570598602E-2
3.379960280E1,-8.736729622E-3,-3.316879272E-3,9.255313873E-2
3.380960280E1,-6.392568350E-3,-1.735854149E-2,8.859729767E-2
3.381960280E1,-1.786111295E-2,-2.931356430E-2,1.085014343E-1
3.382960280E1,-2.156317234E-2,-4.398798943E-2,1.235275269E-1
3.383960280E1,-5.185391009E-2,-5.349779129E-2,1.051959991E-1
3.384960280E1,-6.500226259E-2,-5.991220474E-2,1.030626297E-1
3.385960280E1,-5.953955650E-2,-5.917310715E-2,1.056976318E-1
3.386960280E1,-5.686502159E-2,-6.581449509E-2,1.082639694E-1
3.387960280E1,-4.022656381E-2,-7.729005814E-2,1.299619675E-1
3.388960280E1,-2.361080050E-2,-7.981204987E-2,1.203432083E-1
3.389960280E1,-1.907719672E-2,-8.475136757E-2,1.131086349E-1
3.390960280E1,-1.908940077E-2,-7.790088654E-2,1.201887131E-1
3.391960280E1,-7.490172982E-3,-6.005740166E-2,1.341438293E-1
3.392960280E1,-2.916142344E-3,-4.907488823E-2,1.003160477E-1
3.393960280E1,1.716837287E-3,-4.063868523E-2,3.771209717E-2
3.394960280E1,-7.480531931E-4,-2.505064011E-2,1.283311844E-1
3.395960280E1,1.055079699E-2,-8.628845215E-3,1.418428421E-1
3.396960280E1,1.961584389E-2,-5.366563797E-3,9.826850891E-2
3.397960280E1,3.611516953E-2,-1.748561859E-3,3.086662292E-2
3.398960280E1,3.377611935E-2,-9.764671326E-3,-2.206039429E-2
3.399960280E1,7.689967752E-3,-1.021718979E-2,1.023035049E-1
3.400960280E1,1.002316177E-2,-8.217334747E-3,1.572484970E-1
3.401960280E1,1.714211702E-2,-2.086591721E-2,1.522512436E-1
3.402960280E1,2.911087871E-2,-1.496767998E-2,1.207323074E-1
3.403960280E1,1.050952077E-2,3.334045410E-3,6.707763672E-2
3.404960280E1,-1.316869259E-2,-5.187034607E-3,6.906700134E-2
3.405960280E1,-3.217279911E-3,-6.322622299E-3,7.112216949E-2
3.406960280E1,-3.423750401E-3,-4.574060440E-3,1.020441055E-1
3.407960280E1,1.764297485E-5,-3.439927101E-2,1.256256104E-1
3.408960280E1,1.871615648E-3,-2.793121338E-2,1.014537811E-1
3.409960280E1,-7.753938437E-3,-3.124046326E-2,1.059617996E-1
3.410960280E1,-1.707655191E-2,-5.166554451E-2,1.031856537E-1
3.411960280E1,-1.707655191E-2,-5.166554451E-2,1.031856537E-1
3.412960280E1,-3.792257607E-2,-7.117700577E-2,1.136007309E-1
3.413960280E1,-2.337013185E-2,-7.341456413E-2,8.658790588E-2
3.414960280E1,-2.337013185E-2,-7.341456413E-2,8.658790588E-2
3.415960280E1,-4.429072142E-2,-6.782221794E-2,9.184360504E-2
3.416960280E1,-4.168292880E-2,-6.748986244E-2,1.031932831E-1
3.417960280E1,-3.190340102E-2,-6.461215019E-2,8.585834503E-2
3.418960280E1,-3.190340102E-2,-6.461215019E-2,8.585834503E-2
3.419960280E1,-2.497707307E-2,-3.542685509E-2,9.339332581E-2
3.420960280E1,-2.749781311E-2,-2.113485336E-2,9.503936768E-2
3.421960280E1,-2.034839988E-2,-2.144241333E-2,1.157703400E-1
3.422960280E1,-1.985698938E-2,-1.312065125E-2,1.259298325E-1
3.423960280E1,-1.241567731E-2,-1.149988174E-2,1.321640015E-1
3.424960280E1,-1.437912881E-2,-1.257181168E-2,1.167669296E-1
3.425960280E1,-9.515255690E-3,-1.375484467E-2,1.085119247E-1
3.426960280E1,-9.515255690E-3,-1.375484467E-2,1.085119247E-1
3.427960280E1,8.909136057E-3,-1.585197449E-2,-3.075027466E-2
3.428960280E1,3.452777863E-3,-1.805472374E-2,-2.184391022E-2
3.429960280E1,7.837340236E-3,-2.463769913E-2,2.549648285E-2
3.430960280E1,-6.307989359E-3,-3.378725052E-2,2.181310654E-1
3.431960280E1,-3.133252263E-3,-2.753305435E-2,2.554655075E-1
3.432960280E1,-7.327675819E-3,-2.190709114E-2,2.447261810E-1
3.433960280E1,-9.447813034E-3,-1.907658577E-2,1.740083694E-1
3.434960280E1,-9.447813034E-3,-1.907658577E-2,1.740083694E-1
3.435960280E1,-9.447813034E-3,-1.907658577E-2,1.740083694E-1
3.436960280E1,-2.734707296E-2,2.207756042E-3,-2.835083008E-2
3.437960280E1,-3.224165738E-2,8.326053619E-3,-2.866744995E-2
3.438960280E1,-4.549160600E-2,-1.916193962E-2,6.438922882E-2
3.439960280E1,-2.991575003E-2,-3.412270546E-2,3.108406067E-1
3.440960280E1,-2.991575003E-2,-3.412270546E-2,3.108406067E-1
3.441960280E1,1.637430489E-2,-8.511137962E-2,4.169769287E-1
3.442960280E1,6.951161474E-2,-6.697249413E-2,2.352714539E-2
3.443960280E1,6.108455360E-2,-5.965185165E-2,-1.885957718E-1
3.444960280E1,2.929402888E-2,-5.986523628E-2,-2.684249878E-1
3.445960280E1,-1.568682492E-2,-7.953929901E-2,-1.848154068E-1
3.446960280E1,-3.029324114E-2,-1.176247597E-1,2.126817703E-1
3.447960280E1,-1.548156142E-2,-1.002938747E-1,3.366575241E-1
3.448960280E1,-1.548156142E-2,-1.002938747E-1,3.366575241E-1
3.449960280E1,3.770269454E-2,-2.436876297E-2,2.426977158E-1
3.450960280E1,2.343256772E-2,2.777957916E-2,7.323074341E-2
3.451960280E1,2.343256772E-2,2.777957916E-2,7.323074341E-2
3.452960280E1,-1.812724769E-2,4.447793961E-2,9.984970093E-3
3.453960280E1,-2.636219561E-2,5.282068253E-2,3.291130066E-2
3.454960280E1,-1.446826756E-2,3.739070892E-2,6.783008575E-2
3.455960280E1,-5.431771278E-4,3.456139565E-2,6.290817261E-2
3.456960280E1,4.089429975E-3,2.223587036E-2,5.801582336E-2
3.457960280E1,-1.241962612E-2,1.723909378E-2,7.472133636E-2
3.458960280E1,-3.881810606E-2,-2.233338356E-2,1.174993515E-1
3.459960280E1,-6.174905598E-2,-4.022741318E-2,1.004352570E-1
3.460960280E1,-5.863605440E-2,-4.646706581E-2,8.806419373E-2
3.461960280E1,-8.236259222E-2,-6.227040291E-2,8.765697479E-2
3.462960280E1,-5.408473313E-2,-7.208633423E-2,9.647178650E-2
3.463960280E1,-3.041569889E-2,-7.595086098E-2,1.056232452E-1
3.464960280E1,-3.565818071E-2,-8.214402199E-2,1.076068878E-1
3.465960280E1,-3.565818071E-2,-8.214402199E-2,1.076068878E-1
3.466960280E1,-2.915039659E-3,-6.818675995E-2,1.180820465E-1
3.467960280E1,-8.274346590E-3,-7.034373283E-2,9.830284119E-2
3.468960280E1,-6.557136774E-3,-5.821609497E-2,3.300857544E-2
3.469960280E1,2.298280597E-3,-5.324816704E-2,1.065864563E-1
3.470960280E1,8.087620139E-3,-4.389524460E-2,1.147136688E-1
3.471960280E1,4.691779613E-4,-2.723670006E-2,6.850719452E-2
3.472960280E1,1.243212819E-2,-1.969671249E-2,8.076667786E-3
3.473960280E1,1.243212819E-2,-1.969671249E-2,8.076667786E-3
3.473960280E1,8.179590106E-3,-2.835345268E-2,-1.387786865E-2
3.475960280E1,1.556596160E-2,-3.032875061E-2,1.555566788E-1
3.476960280E1,2.915051579E-2,-2.194929123E-2,1.480197906E-1
3.477960280E1,2.609494328E-2,-1.661777496E-2,1.355142593E-1
3.478960280E1,-1.439325511E-2,-6.524562836E-3,7.445812225E-2
3.479960280E1,-2.835027874E-2,3.497362137E-3,7.391738892E-2
3.480960280E1,-2.818323672E-2,1.861119270E-2,8.303451538E-2
3.481960280E1,-1.888360083E-2,2.441930771E-2,1.113729477E-1
3.482960280E1,1.555626094E-2,2.928423882E-2,1.154813766E-1
3.483960280E1,1.732161641E-2,4.017829895E-2,9.601306915E-2
3.484960280E1,1.469185948E-2,3.193092346E-2,8.134555817E-2
3.485960280E1,9.810194373E-3,2.134752274E-2,8.106136322E-2
3.486960280E1,-1.150082052E-2,5.051374435E-3,9.010124207E-2
3.487960280E1,-6.974607706E-3,-1.249241829E-2,1.018476486E-1
3.488960280E1,-2.618633211E-2,-4.678273201E-2,9.444713593E-2
3.489960280E1,-1.427581906E-2,-5.004382133E-2,1.013870239E-1
3.490960280E1,-2.160328627E-2,-5.913734436E-2,1.056375504E-1
3.491960280E1,-3.596849740E-2,-6.153154373E-2,1.032428741E-1
3.492960280E1,-2.395784855E-2,-6.927776337E-2,9.590339661E-2
3.493960280E1,-2.168977261E-2,-6.514954567E-2,9.571647644E-2
3.494960280E1,-3.161840141E-2,-4.735422134E-2,8.814716339E-2
3.495960280E1,-3.175656497E-2,-5.046987534E-2,9.751987457E-2
3.496960280E1,-3.420212865E-2,-4.168319702E-2,8.293247223E-2
3.497960280E1,-3.419734538E-2,-3.768730164E-2,1.042604446E-1
3.498960280E1,-3.419734538E-2,-3.768730164E-2,1.042604446E-1
3.499960280E1,-1.654605567E-2,-1.311063766E-3,7.261276245E-2
3.500960280E1,-1.654605567E-2,-1.311063766E-3,7.261276245E-2
3.501960280E1,-1.138783991E-2,-1.410126686E-2,9.872817993E-2
3.502960280E1,-4.518687725E-3,-1.714396477E-2,5.305099487E-2
3.503960280E1,-4.518687725E-3,-1.714396477E-2,5.305099487E-2
3.504960280E1,-4.518687725E-3,-1.714396477E-2,5.305099487E-2
3.505960280E1,-2.732816339E-2,-3.400635719E-2,5.299854279E-2
3.506960280E1,-4.358012974E-2,-4.180240631E-2,1.845188141E-1
3.507960280E1,-3.576529026E-2,-3.573822975E-2,2.344961166E-1
3.508960280E1,-3.576529026E-2,-3.573822975E-2,2.344961166E-1
3.509960280E1,-9.035810828E-3,-2.823472023E-2,1.853771210E-1
3.510960280E1,3.404021263E-4,1.241254807E-2,4.277038574E-2
3.511960280E1,3.159940243E-4,3.218984604E-2,-1.039314270E-2
3.512960280E1,-1.653182507E-2,2.898597717E-2,-2.259159088E-2
3.513960280E1,-2.622348070E-2,2.187681198E-2,-2.257347107E-2
3.514960280E1,-3.231739998E-2,1.392245293E-2,2.405261993E-2
3.515960280E1,-3.231739998E-2,1.392245293E-2,2.405261993E-2
3.516960280E1,-1.493364573E-2,-2.795624733E-2,3.164949417E-1
3.517960280E1,4.413425922E-3,-5.660939217E-2,3.644046783E-1
3.518960280E1,4.413425922E-3,-5.660939217E-2,3.644046783E-1
3.519960280E1,6.381178647E-2,-2.561616898E-2,-1.039304733E-1
3.520960280E1,6.381178647E-2,-2.561616898E-2,-1.039304733E-1
3.521960280E1,-8.047968149E-4,-5.258369446E-2,-2.279853821E-1
3.522960280E1,-8.047968149E-4,-5.258369446E-2,-2.279853821E-1
3.523960280E1,-1.062594354E-2,-1.061868668E-1,3.035774231E-1
3.524960280E1,3.003624082E-2,-7.486939430E-2,3.586959839E-1
3.525960280E1,4.918545485E-2,-4.554104805E-2,2.672166824E-1
3.526960280E1,2.950711548E-2,6.273031235E-3,3.823375702E-2
3.527960280E1,3.317296505E-4,2.599692345E-2,-1.969528198E-2
3.528960280E1,3.317296505E-4,2.599692345E-2,-1.969528198E-2
3.529960280E1,-3.926879168E-2,5.026674271E-2,4.750061035E-2
3.530960280E1,-1.247912645E-2,3.759074211E-2,1.396236420E-1
3.531960280E1,-5.370587111E-3,2.058148384E-2,1.378231049E-1
3.532960280E1,9.510919452E-3,3.038644791E-3,1.478586197E-1
3.533960280E1,-8.492797613E-3,-7.998943329E-3,1.170177460E-1
3.534960280E1,-2.897100151E-2,-6.060361862E-2,1.003456116E-1
3.535960280E1,-5.136880279E-2,-7.051467896E-2,9.789085388E-2
3.536960280E1,-6.711843610E-2,-6.844973564E-2,8.824253082E-2
3.537960280E1,-8.827279508E-2,-6.881189346E-2,9.293842316E-2
3.538960280E1,-7.387000322E-2,-6.469655037E-2,1.214818954E-1
3.539960280E1,-4.998877645E-2,-6.521677971E-2,1.357011795E-1
3.540960280E1,-4.039646685E-2,-4.918074608E-2,1.498651505E-1
3.541960280E1,-3.321570158E-2,-3.582167625E-2,1.447973251E-1
3.542960280E1,-4.747927189E-3,-1.458382607E-2,1.153097153E-1
3.543960280E1,-5.199208856E-3,-1.118731499E-2,9.097194672E-2
3.544960280E1,1.242280006E-3,1.841783524E-3,3.551959991E-2
3.545960280E1,1.497918367E-2,2.254295349E-2,7.597351074E-2
3.546960280E1,1.813623309E-2,1.187133789E-2,1.402797699E-1
3.546960280E1,1.813623309E-2,1.187133789E-2,1.402797699E-1
3.548960280E1,1.813623309E-2,1.187133789E-2,1.402797699E-1
3.549960280E1,3.693901002E-2,-9.709596634E-3,3.970718384E-2
3.550960280E1,2.210696042E-2,-5.183005333E-2,1.357364655E-1
3.551960280E1,3.090879321E-2,-6.128001213E-2,1.549091339E-1
3.552960280E1,2.778711915E-2,-5.209255219E-2,1.428165436E-1
3.553960280E1,8.140638471E-3,-5.072140694E-2,1.042156219E-1
3.554960280E1,-1.823540032E-2,-4.051685333E-2,3.429412842E-2
3.555960280E1,-1.823540032E-2,-4.051685333E-2,3.429412842E-2
3.556960280E1,-2.072182298E-2,2.827644348E-3,6.787872314E-2
3.557960280E1,-1.623608172E-2,1.062321663E-2,9.438037872E-2
3.558960280E1,-1.623608172E-2,1.062321663E-2,9.438037872E-2
3.559960280E1,-1.623608172E-2,1.062321663E-2,9.438037872E-2
3.560960280E1,9.147152305E-3,-1.139140129E-2,1.068658829E-1
3.561960280E1,2.281755209E-3,-2.087473869E-2,1.021089554E-1
