"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.366444784E1,-3.611350060E-2,-4.605817795E-2,1.166706085E-1,1.305280490E-1
1.367237868E1,-2.538444847E-2,-3.768944740E-2,8.176708221E-2,9.354528531E-2
1.368039784E1,-1.981174946E-2,-3.418755531E-2,5.163002014E-2,6.501502392E-2
1.368838345E1,-2.606242895E-2,-2.565240860E-2,4.311275482E-2,5.653322827E-2
1.369640730E1,-1.286455989E-2,-3.169751167E-2,4.890346527E-2,5.968063390E-2
1.370440291E1,-6.540998816E-3,-3.771471977E-2,7.864665985E-2,8.746703298E-2
1.371239851E1,-1.418080926E-2,-2.712678909E-2,1.203222275E-1,1.241547279E-1
1.372042464E1,-1.429020613E-2,-2.878189087E-2,1.547403336E-1,1.580416972E-1
1.372836845E1,1.775100827E-4,-2.862262726E-2,2.009668350E-1,2.029949632E-1
1.373635495E1,-4.564717412E-3,-1.682329178E-2,2.207603455E-1,2.214474879E-1
1.374437195E1,8.220039308E-3,-1.347112656E-2,2.121381760E-1,2.127243427E-1
1.375234602E1,1.779684797E-2,-1.107692719E-2,1.451005936E-1,1.466069861E-1
1.376037215E1,7.156483829E-3,2.628803253E-3,6.658458710E-2,6.701964717E-2
1.376825099E1,1.103930175E-2,5.006790161E-3,-2.166748047E-3,1.231376985E-2
1.377621010E1,-3.988340497E-3,3.120183945E-3,-2.527332306E-2,2.577563319E-2
1.378432845E1,-1.376291364E-2,-5.053520203E-3,-4.811763763E-2,5.030171876E-2
1.379226541E1,-3.279002011E-2,-5.146980286E-3,-8.985137939E-2,9.578594471E-2
1.380028914E1,-4.153073579E-2,-4.859447479E-3,3.852176666E-2,5.685369603E-2
1.380828474E1,-3.797967732E-2,-2.345705032E-2,3.034477234E-1,3.067135633E-1
1.381622641E1,-3.511363268E-2,-4.808187485E-2,4.171772003E-1,4.214043787E-1
1.382418684E1,-2.168647945E-3,-6.726050377E-2,3.388557434E-1,3.454734335E-1
1.383221052E1,4.148457944E-2,-6.387090683E-2,2.266073227E-1,2.390634681E-1
1.384023665E1,5.504364148E-2,-6.826233864E-2,8.544349670E-2,1.224342292E-1
1.384823225E1,5.097666755E-2,-6.253838539E-2,-7.232570648E-2,1.083544097E-1
1.385622322E1,3.104393929E-2,-7.238411903E-2,-1.842517853E-1,2.003794082E-1
1.386411987E1,-1.139534265E-2,-7.813906670E-2,-1.783533096E-1,1.950524817E-1
1.387221907E1,-4.738459736E-2,-1.017997265E-1,-4.757785797E-2,1.219513712E-1
1.388018416E1,-5.362407491E-2,-1.179327965E-1,1.192188263E-1,1.760591220E-1
1.388806872E1,-3.575356305E-2,-1.082797050E-1,2.499456406E-1,2.747282931E-1
1.389614485E1,3.479346633E-3,-7.851123810E-2,2.844829559E-1,2.951383956E-1
1.390416472E1,2.820146643E-2,-2.649474144E-2,2.275409698E-1,2.308076840E-1
1.391210555E1,3.866827860E-2,2.203035355E-2,1.463327408E-1,1.529504602E-1
1.392013167E1,1.370774955E-2,4.436230659E-2,7.474708557E-2,8.799456486E-2
1.392812727E1,-9.972676635E-4,4.794931412E-2,5.835342407E-2,7.553312762E-2
1.393600260E1,-2.286484838E-2,4.276347160E-2,7.571792603E-2,8.991507169E-2
1.394408797E1,-2.341245860E-2,3.126406670E-2,1.005210876E-1,1.078428215E-1
1.395211409E1,-2.002634108E-2,2.326631546E-2,8.494758606E-2,9.032423899E-2
1.396007918E1,-1.266227663E-2,2.296686172E-2,7.909965515E-2,8.333405925E-2
1.396807478E1,-1.287582517E-2,3.906250000E-3,5.900478363E-2,6.051950226E-2
1.397597895E1,-1.285286993E-2,-7.831811905E-3,5.810737610E-2,6.002500063E-2
1.398401695E1,-2.911484987E-2,-3.148365021E-2,8.117675781E-2,9.180719319E-2
1.399209212E1,-4.726172239E-2,-3.867888451E-2,9.937286377E-2,1.166391554E-1
1.399994972E1,-5.761856586E-2,-6.026196480E-2,1.008110046E-1,1.308214898E-1
1.400798095E1,-5.868681520E-2,-7.041835785E-2,1.044797897E-1,1.389924957E-1
1.401592530E1,-7.434901595E-2,-7.347846031E-2,1.153059006E-1,1.556351856E-1
1.402407454E1,-8.343575150E-2,-8.642935753E-2,1.260347366E-1,1.741158043E-1
1.403193476E1,-7.105971873E-2,-9.228110313E-2,1.343441010E-1,1.778022021E-1
1.404003523E1,-5.162009597E-2,-9.839773178E-2,1.138448715E-1,1.590830057E-1
1.404799964E1,-3.207869083E-2,-9.508466721E-2,9.809112549E-2,1.403282054E-1
1.405585680E1,-2.446909249E-2,-8.709263802E-2,1.038532257E-1,1.377292873E-1
1.406385930E1,-4.959285259E-3,-7.901620865E-2,1.216144562E-1,1.451145468E-1
1.407188087E1,1.191125810E-2,-7.817459106E-2,1.321744919E-1,1.540235081E-1
1.407995222E1,4.646219313E-3,-7.532191277E-2,6.839847565E-2,1.018495428E-1
1.408794783E1,-9.677141905E-3,-7.959294319E-2,1.435060501E-1,1.643857357E-1
1.409583984E1,-1.002530009E-2,-7.926726341E-2,1.706676483E-1,1.884442938E-1
1.410382972E1,-1.303014159E-2,-7.392239571E-2,1.500158310E-1,1.677469962E-1
1.411178845E1,-2.392889559E-2,-4.943537712E-2,1.006250381E-1,1.146378945E-1
1.411993025E1,-1.105573773E-2,-3.665304184E-2,6.328678131E-2,7.396547507E-2
1.412779280E1,-5.011558533E-4,-4.246377945E-2,6.969451904E-3,4.303483452E-2
1.413592146E1,-1.561075449E-3,-3.851532936E-2,8.172988892E-3,3.940387417E-2
1.414376807E1,-8.187443018E-5,-1.949143410E-2,6.945228577E-2,7.213558556E-2
1.415186080E1,2.790666372E-2,-1.069831848E-2,1.496877670E-1,1.526422730E-1
1.415976680E1,3.920089081E-2,-7.102251053E-3,1.651573181E-1,1.698943540E-1
1.416776184E1,7.686525583E-2,2.794742584E-3,1.061353683E-1,1.310755300E-1
1.417577918E1,7.389768958E-2,5.208253860E-3,5.899238586E-2,9.470003180E-2
1.418389510E1,6.399428099E-2,9.407997131E-4,1.918983459E-2,6.681618708E-2
1.419182967E1,4.444006458E-2,-2.856969833E-3,5.614852905E-2,7.166407002E-2
1.419974511E1,1.774418354E-2,-2.277183533E-2,7.415294647E-2,7.957431749E-2
1.420778176E1,1.731634885E-2,-1.596379280E-2,9.946250916E-2,1.022129608E-1
1.421568664E1,1.655234396E-2,-1.603245735E-2,1.176853180E-1,1.199201978E-1
1.422374680E1,2.066838369E-2,-2.079081535E-2,1.287584305E-1,1.320536766E-1
1.423169957E1,3.049634397E-3,-1.609015465E-2,1.326131821E-1,1.336205426E-1
1.423975676E1,1.687078178E-2,-4.828929901E-3,1.458568573E-1,1.469086950E-1
1.424776839E1,4.378691316E-3,-1.022672653E-2,1.479120255E-1,1.483297885E-1
1.425573347E1,4.378691316E-3,-1.501512527E-2,1.503057480E-1,1.511173213E-1
1.426375960E1,6.948355585E-3,-3.394293785E-2,1.271877289E-1,1.318223086E-1
1.427175520E1,-1.461067423E-2,-3.392219543E-2,1.016101837E-1,1.081148305E-1
1.427959222E1,-2.649080381E-2,-4.134821892E-2,9.031581879E-2,1.028026508E-1
1.428771590E1,-3.136526421E-2,-5.338191986E-2,9.823131561E-2,1.161154621E-1
1.429571150E1,-2.922803536E-2,-7.011151314E-2,8.223247528E-2,1.119467834E-1
1.430367659E1,-2.238673344E-2,-8.411550522E-2,9.267616272E-2,1.271434434E-1
1.431157511E1,-3.217566758E-2,-8.872485161E-2,1.078519821E-1,1.433158153E-1
1.431963728E1,-3.470812365E-2,-9.550905228E-2,1.159162521E-1,1.541532044E-1
1.432749414E1,-3.018789366E-2,-8.322548866E-2,9.522151947E-2,1.300189550E-1
1.433563226E1,-1.634619385E-2,-8.549261093E-2,7.207393646E-2,1.130081276E-1
1.434350872E1,-3.125860915E-2,-7.326650620E-2,3.460311890E-2,8.684732243E-2
1.435155634E1,-1.985034719E-2,-8.009886742E-2,4.025840759E-2,9.181832185E-2
1.435955184E1,-2.263304964E-2,-7.498764992E-2,4.111766815E-2,8.846505078E-2
1.436764184E1,-3.234583884E-2,-6.003069878E-2,7.798004150E-2,1.035896952E-1
1.437561622E1,-3.450332582E-2,-5.475950241E-2,1.004438400E-1,1.194907846E-1
1.438361157E1,-3.405837342E-2,-5.215215683E-2,1.371898651E-1,1.506681099E-1
1.439156626E1,-3.333583102E-2,-3.799271584E-2,1.522569656E-1,1.604272660E-1
1.439948914E1,-3.747961298E-2,-3.847289085E-2,1.816015244E-1,1.893779247E-1
1.440758960E1,-2.752323449E-2,-2.498316765E-2,1.725120544E-1,1.764712329E-1
1.441558849E1,-1.321158186E-2,-9.333848953E-3,1.489801407E-1,1.498557605E-1
1.442361530E1,-1.348489895E-2,3.720283508E-3,1.205940247E-1,1.214026433E-1
1.443151168E1,-9.040657431E-3,5.029201508E-3,4.678916931E-2,4.791923121E-2
1.443959976E1,-6.978731602E-3,6.902933121E-3,-2.891540527E-3,1.023299502E-2
1.444762801E1,-2.371239290E-2,9.418725967E-3,2.701759338E-3,2.565715259E-2
1.445549907E1,-4.323691130E-3,-8.929729462E-3,-6.091499329E-2,6.171766992E-2
1.446363457E1,-1.417043805E-2,-1.005411148E-3,-3.920459747E-2,4.169907228E-2
1.447154791E1,-4.050665349E-2,-1.537060738E-2,1.451492310E-1,1.514772055E-1
1.447957814E1,-2.947300300E-2,-3.306651115E-2,4.121532440E-1,4.145266561E-1
1.448760603E1,-2.154222503E-2,-6.188845634E-2,3.985357285E-1,4.038873300E-1
1.449560164E1,1.633976027E-2,-7.081460953E-2,2.670612335E-1,2.767731908E-1
1.450353295E1,4.989138991E-2,-5.425715446E-2,9.220409393E-2,1.180448412E-1
1.451154264E1,5.804061517E-2,-5.420899391E-2,-1.314926147E-2,8.049988266E-2
1.451952745E1,4.199633002E-2,-4.571008682E-2,-1.252765656E-1,1.398117364E-1
1.452749307E1,7.515579462E-3,-5.478358269E-2,-1.387243271E-1,1.493390900E-1
1.453548964E1,-1.128806919E-2,-9.617447853E-2,-7.516098022E-2,1.225810906E-1
1.454354475E1,-9.462255985E-3,-1.321673393E-1,7.001209259E-2,1.498647156E-1
1.455150984E1,-2.359115705E-2,-1.277232170E-1,1.648263931E-1,2.098511442E-1
1.455942453E1,-1.381441951E-3,-9.848523140E-2,2.112617493E-1,2.330939207E-1
1.456750105E1,3.074006177E-2,-4.684424400E-2,1.949491501E-1,2.028410849E-1
1.457552718E1,3.469272703E-2,-3.419160843E-3,1.471805573E-1,1.512527435E-1
1.458349226E1,3.635950759E-2,1.541876793E-2,9.202098846E-2,1.001379774E-1
1.459143376E1,9.761698544E-3,1.992368698E-2,1.134881973E-1,1.156365643E-1
1.459939572E1,9.304381907E-3,1.068329811E-2,1.136083603E-1,1.144882697E-1
1.460750960E1,-3.468718380E-3,-2.927780151E-4,1.330947876E-1,1.331403027E-1
1.461550520E1,-2.532057464E-3,-1.313066483E-2,1.168375015E-1,1.176002867E-1
1.462336910E1,-2.105195075E-3,-1.605367661E-2,9.589862823E-2,9.725584443E-2
1.463149641E1,-1.634248719E-2,-1.402497292E-2,8.219432831E-2,8.496872577E-2
1.463936349E1,-1.142740250E-2,-4.044079781E-2,8.055591583E-2,9.085867724E-2
1.464736680E1,-3.006143495E-2,-3.836226463E-2,9.560203552E-2,1.073084452E-1
1.465540918E1,-4.837149009E-2,-5.574488640E-2,1.225214005E-1,1.430342161E-1
1.466350935E1,-5.658942461E-2,-5.695581436E-2,1.277046204E-1,1.508469351E-1
1.467138914E1,-6.963834167E-2,-7.316231728E-2,1.135282516E-1,1.519568597E-1
1.467946145E1,-7.816396654E-2,-6.579017639E-2,1.207799911E-1,1.581953199E-1
1.468746565E1,-8.458559960E-2,-6.370973587E-2,9.434604645E-2,1.418267626E-1
1.469546126E1,-6.760381907E-2,-6.870913506E-2,8.949089050E-2,1.315288602E-1
1.470342635E1,-5.343828350E-2,-7.838845253E-2,7.269668579E-2,1.195207420E-1
1.471142195E1,-2.739723772E-2,-7.137274742E-2,9.418773651E-2,1.213095520E-1
1.471934384E1,-8.619010448E-3,-8.070731163E-2,1.038408279E-1,1.317986155E-1
1.472723680E1,-1.154069602E-2,-6.865739822E-2,1.349887848E-1,1.518848182E-1
1.473525530E1,-2.481803298E-3,-7.109141350E-2,1.373653412E-1,1.546912583E-1
1.474340437E1,1.122039184E-2,-6.168127060E-2,1.133651733E-1,1.295458948E-1
1.475136946E1,1.026325673E-2,-5.968642235E-2,2.703666687E-2,6.632333531E-2
1.475936507E1,4.387479275E-3,-2.650737762E-2,1.322641373E-1,1.349655254E-1
1.476733776E1,3.169462085E-3,-2.242016792E-2,1.990642548E-1,2.003479147E-1
1.477538680E1,-7.795132697E-4,-1.635766029E-2,1.627769470E-1,1.635986405E-1
1.478338072E1,7.357068360E-3,-1.781582832E-2,7.849502563E-2,8.082697101E-2
1.479134749E1,1.582107320E-2,-1.925635338E-2,-5.126762390E-2,5.700423461E-2
1.479937361E1,1.021549106E-2,-3.187799454E-2,-5.866622925E-2,6.754472035E-2
1.480717876E1,1.437014341E-2,-5.338048935E-2,4.429531097E-2,7.083821172E-2
1.481516091E1,2.825168148E-2,-5.801677704E-2,1.353216171E-1,1.499201254E-1
1.482322203E1,3.476361930E-2,-7.020759583E-2,1.903133392E-1,2.058076355E-1
1.483131645E1,5.568328872E-2,-6.418728828E-2,1.612005234E-1,1.822258087E-1
1.483928007E1,5.739488080E-2,-4.703187943E-2,1.150569916E-1,1.369097562E-1
1.484724949E1,3.545629233E-2,-3.275465965E-2,8.072853088E-2,9.405908831E-2
1.485530253E1,2.583689243E-2,-2.109885216E-2,7.027149200E-2,7.778681868E-2
1.486330049E1,4.482716322E-3,-1.902055740E-2,6.939220428E-2,7.209129188E-2
1.487124949E1,-4.825100303E-3,-2.391624451E-2,1.068897247E-1,1.096388690E-1
1.487913880E1,-1.670140028E-2,-3.586888313E-2,1.204853058E-1,1.268157027E-1
1.488721126E1,-7.164757699E-3,-2.645826340E-2,1.244449615E-1,1.274281049E-1
1.489504614E1,-2.745613456E-4,-2.450895309E-2,1.235246658E-1,1.259329474E-1
1.490308768E1,-7.837910205E-3,-2.747011185E-2,1.249618530E-1,1.281854305E-1
1.491122603E1,-5.713589489E-3,-3.559112549E-2,1.095199585E-1,1.152995864E-1
1.491918968E1,-1.291004196E-2,-2.494287491E-2,1.059265137E-1,1.095866894E-1
1.492704114E1,-2.003136277E-2,-3.822422028E-2,1.023416519E-1,1.110682683E-1
1.493507499E1,-2.938744053E-2,-3.949713707E-2,8.919239044E-2,1.018770240E-1
1.494318491E1,-3.156097233E-2,-3.358244896E-2,9.759426117E-2,1.079282895E-1
1.495119856E1,-4.374227300E-2,-4.421520233E-2,9.648704529E-2,1.147959950E-1
1.495915207E1,-4.377800226E-2,-4.992079735E-2,1.050043106E-1,1.242356822E-1
1.496700314E1,-3.901135921E-2,-5.320668221E-2,1.135301590E-1,1.313085457E-1
1.497509341E1,-4.145612195E-2,-5.629110336E-2,1.029682159E-1,1.244578317E-1
1.498304891E1,-2.719347551E-2,-4.279279709E-2,1.043224335E-1,1.159908562E-1
1.499114607E1,-3.218474612E-2,-4.348301888E-2,6.503105164E-2,8.459118447E-2
1.499909160E1,-1.826757193E-2,-3.734135628E-2,5.435848236E-2,6.843190540E-2
1.500707625E1,-2.595522255E-2,-4.982018471E-2,5.822181702E-2,8.090429135E-2
1.501505076E1,-1.439291984E-2,-5.029940605E-2,5.970096588E-2,7.938130585E-2
1.502312849E1,-1.926054806E-2,-6.287717819E-2,9.466266632E-2,1.152628676E-1
1.503109358E1,-1.644491777E-2,-6.402707100E-2,1.198768616E-1,1.368954458E-1
1.503908919E1,-8.780412376E-3,-6.067514420E-2,1.282444000E-1,1.421449785E-1
1.504705428E1,-2.241973579E-2,-5.330371857E-2,1.555261612E-1,1.659286527E-1
1.505488214E1,-1.696407050E-2,-5.370092392E-2,1.802320480E-1,1.888257399E-1
1.506297434E1,4.938717932E-3,-4.984068871E-2,1.856164932E-1,1.922549551E-1
1.507092799E1,3.400817513E-4,-3.693699837E-2,1.668968201E-1,1.709356781E-1
1.507898222E1,1.231708378E-2,-3.150010109E-2,1.002063751E-1,1.057605056E-1
1.508697127E1,1.216176525E-2,-3.519511223E-2,2.408313751E-2,4.434638622E-2
1.509486480E1,7.481861860E-3,-2.634215355E-2,-8.760452271E-3,2.875122318E-2
1.510299300E1,-8.751172572E-3,-2.859950066E-2,-1.259803772E-2,3.245342838E-2
1.511098860E1,-2.712488174E-2,-2.501201630E-2,-9.990310669E-2,1.064987835E-1
1.511897253E1,-3.302279860E-2,-2.535295486E-2,-8.398437500E-2,9.373714734E-2
1.512692580E1,-4.081854969E-2,-2.492785454E-2,1.021623611E-1,1.128038118E-1
1.513490734E1,-2.240384370E-2,-5.600619316E-2,3.815670013E-1,3.863055816E-1
1.514290437E1,-1.888770983E-2,-7.168626785E-2,4.474639893E-1,4.535633233E-1
1.515097080E1,1.460734755E-2,-7.488250732E-2,4.313716888E-1,4.380665457E-1
1.515880491E1,7.020498812E-2,-6.539249420E-2,2.232189178E-1,2.429642030E-1
1.516680099E1,6.923662126E-2,-4.890632629E-2,6.418228149E-4,8.476998532E-2
1.517486984E1,5.313521251E-2,-1.244902611E-2,-1.881628036E-1,1.959172523E-1
1.518290245E1,8.929833770E-3,-1.706027985E-2,-2.925405502E-1,2.931736151E-1
1.519082760E1,-2.165220305E-2,-4.571104050E-2,-2.381906509E-1,2.435017522E-1
1.519888472E1,-3.615251184E-2,-7.512736320E-2,-4.925823212E-2,9.683748368E-2
1.520680172E1,-4.031361639E-2,-9.940242767E-2,1.445732117E-1,1.800206761E-1
1.521485884E1,-1.523651555E-2,-9.113073349E-2,2.926216125E-1,3.068621354E-1
1.522295422E1,1.694090478E-2,-6.577634811E-2,3.131446838E-1,3.204264584E-1
1.523087091E1,2.285942808E-2,-2.321410179E-2,2.708292007E-1,2.727817882E-1
1.523886995E1,2.168890461E-2,1.390218735E-3,1.946353912E-1,1.958450326E-1
1.524684999E1,6.625793874E-3,1.119136810E-2,1.135292053E-1,1.142717302E-1
1.525477549E1,-1.039193943E-2,1.435995102E-2,7.569217682E-2,7.773999119E-2
1.526279407E1,-3.012068942E-2,9.039163589E-3,5.255126953E-2,6.124212879E-2
1.527086891E1,-2.882263064E-2,7.207632065E-3,6.086349487E-2,6.772783036E-2
1.527874787E1,-3.815873712E-2,-7.782459259E-3,5.995845795E-2,7.149596192E-2
1.528670768E1,-2.631497756E-2,-1.476573944E-2,6.169319153E-2,6.867717951E-2
1.529471291E1,-2.916757017E-2,-2.859616280E-2,7.310390472E-2,8.374167757E-2
1.530269257E1,-3.420167789E-2,-4.501318932E-2,8.685302734E-2,1.036310298E-1
1.531083668E1,-4.101536795E-2,-5.188059807E-2,1.053867340E-1,1.244195345E-1
1.531884383E1,-5.207109079E-2,-7.106137276E-2,1.118497849E-1,1.423779883E-1
1.532683943E1,-5.322645232E-2,-6.926441193E-2,1.301174164E-1,1.567199924E-1
1.533472234E1,-5.699444562E-2,-8.231186867E-2,1.266946793E-1,1.614780242E-1
1.534271653E1,-6.583634019E-2,-8.857870102E-2,9.920692444E-2,1.484002150E-1
1.535072860E1,-6.299531460E-2,-8.545041084E-2,8.603286743E-2,1.366449291E-1
1.535874091E1,-6.051829457E-2,-8.482265472E-2,9.197998047E-2,1.389879978E-1
1.536671476E1,-2.961139008E-2,-7.466721535E-2,1.050949097E-1,1.322761033E-1
1.537475203E1,-1.803657413E-2,-6.941056252E-2,1.229667664E-1,1.423515712E-1
1.538260453E1,-6.459072232E-3,-6.438374519E-2,1.240139008E-1,1.398800695E-1
1.539073718E1,2.899058163E-4,-5.687618256E-2,1.346654892E-1,1.461840558E-1
1.539855876E1,2.004362643E-3,-5.209326744E-2,1.021251678E-1,1.146615711E-1
1.540669991E1,8.585769683E-3,-3.555560112E-2,8.628368378E-2,9.371654229E-2
1.541455534E1,-1.806028187E-3,-2.575588226E-2,1.495809555E-1,1.517929164E-1
1.542269514E1,-6.402380764E-3,-1.616859436E-2,1.611347198E-1,1.620703917E-1
1.543072127E1,-8.796580136E-3,-8.985996246E-3,1.252222061E-1,1.258520117E-1
1.543868636E1,1.184127852E-2,-1.366806030E-2,6.534576416E-3,1.922842787E-2
1.544659399E1,8.839670569E-3,-8.252620697E-3,-3.059291840E-2,3.289638552E-2
1.545470808E1,8.637372404E-3,-2.577233315E-2,-7.569313049E-3,2.821545424E-2
1.546270369E1,2.278168686E-2,-3.561377525E-2,5.630016327E-2,7.040635361E-2
1.547058484E1,4.382712394E-2,-4.787778854E-2,1.225547791E-1,1.386822746E-1
1.547869490E1,5.262030661E-2,-3.910493851E-2,1.527481079E-1,1.662229748E-1
1.548656537E1,7.087702304E-2,-4.518795013E-2,1.277341843E-1,1.529101863E-1
1.549453168E1,5.807384104E-2,-4.210925102E-2,9.062957764E-2,1.155832184E-1
1.550255414E1,4.347050935E-2,-3.424406052E-2,7.268524170E-2,9.135362732E-2
1.551057103E1,1.711147651E-2,-3.580093384E-2,5.957508087E-2,7.158002342E-2
1.551848510E1,3.029614687E-3,-1.532006264E-2,5.618762970E-2,5.831751551E-2
1.552647003E1,-6.346810609E-3,-1.826214790E-2,7.928466797E-2,8.160788336E-2
1.553445799E1,-8.782532066E-3,-4.472255707E-3,1.071634293E-1,1.076156797E-1
1.554249226E1,2.814527601E-3,-2.399206161E-3,1.183538437E-1,1.184116129E-1
1.555062483E1,-1.233145595E-4,-1.698303223E-2,1.319675446E-1,1.330558958E-1
1.555852318E1,-5.752407014E-4,-1.517963409E-2,1.215353012E-1,1.224809440E-1
1.556661604E1,-7.924031466E-3,-1.097440720E-2,1.182899475E-1,1.190619149E-1
1.557447918E1,-5.512498319E-3,-1.895403862E-2,1.149854660E-1,1.166674788E-1
1.558260725E1,-7.534660399E-4,-2.224183083E-2,1.092596054E-1,1.115030409E-1
1.559054182E1,-5.514398217E-3,-2.566790581E-2,1.202564240E-1,1.230888195E-1
1.559847380E1,-2.718891203E-2,-3.415751457E-2,1.120214462E-1,1.202280215E-1
1.560656355E1,-2.717502788E-2,-4.273009300E-2,1.037654877E-1,1.154626321E-1
1.561455916E1,-2.962419018E-2,-5.135273933E-2,1.002836227E-1,1.164967874E-1
1.562243418E1,-3.687359765E-2,-4.790186882E-2,9.683418274E-2,1.141538882E-1
1.563044499E1,-3.666437417E-2,-4.906511307E-2,8.146667480E-2,1.019238969E-1
1.563838256E1,-3.157464787E-2,-5.243158340E-2,9.248828888E-2,1.109058741E-1
1.564654158E1,-1.932435110E-2,-5.083179474E-2,9.398651123E-2,1.085852946E-1
1.565450667E1,-2.639801428E-2,-5.485129356E-2,1.137323380E-1,1.289983111E-1
1.566243403E1,-1.682120189E-2,-5.485129356E-2,9.936714172E-2,1.147407778E-1
1.567055891E1,-1.691693813E-2,-5.043935776E-2,6.506919861E-2,8.404946290E-2
1.567840830E1,-1.496136561E-2,-4.850006104E-2,3.553867340E-2,6.196043648E-2
1.568637299E1,-1.311963052E-2,-4.852199554E-2,3.964805603E-2,6.401934945E-2
1.569454573E1,-2.324733138E-2,-3.644776344E-2,3.900337219E-2,5.822491665E-2
1.570237891E1,-1.863395050E-2,-3.168511391E-2,7.184600830E-2,8.070328038E-2
1.571047591E1,-3.035793081E-2,-3.411912918E-2,1.190519333E-1,1.275111045E-1
1.571835253E1,-3.214260191E-2,-3.471422195E-2,1.541347504E-1,1.612319613E-1
1.572636118E1,-2.641958743E-2,-1.664257050E-2,2.010555267E-1,2.034657086E-1
1.573431006E1,-1.129290834E-2,-2.563095093E-2,2.094678879E-1,2.113321355E-1
1.574244576E1,5.897223949E-3,-1.336407661E-2,1.938581467E-1,1.944077077E-1
1.575033803E1,-3.609057516E-3,-8.820295334E-3,1.421861649E-1,1.425051872E-1
1.575837207E1,8.054710925E-3,-4.100799561E-3,6.662273407E-2,6.723305452E-2
1.576629772E1,1.002783701E-2,1.182794571E-3,-6.390571594E-3,1.194972482E-2
1.577432699E1,3.169216216E-4,2.771615982E-3,-5.755138397E-2,5.761895601E-2
1.578232356E1,-1.627056673E-2,5.353212357E-3,-7.731151581E-2,7.918622797E-2
1.579033910E1,-3.271326423E-2,1.896381378E-3,-1.302738190E-1,1.343317603E-1
1.579841733E1,-5.099752545E-2,-5.097389221E-4,-2.971649170E-2,5.902607318E-2
1.580631614E1,-5.227912217E-2,-4.775524139E-3,1.739406586E-1,1.816900244E-1
1.581425910E1,-2.732877061E-2,-2.859258652E-2,3.631229401E-1,3.652706768E-1
1.582229726E1,-3.628747165E-2,-5.406451225E-2,4.465017319E-1,4.512244992E-1
1.583030845E1,4.854001105E-3,-7.203769684E-2,4.790315628E-1,4.844421836E-1
1.583838530E1,3.263378516E-2,-4.612898827E-2,3.267621994E-1,3.316117948E-1
1.584626599E1,2.528915927E-2,-3.065991402E-2,4.017639160E-2,5.651295733E-2
1.585426172E1,7.929679006E-3,-1.439809799E-2,-2.342205048E-1,2.347965713E-1
1.586239080E1,-1.383771747E-2,-3.165841103E-2,-3.547315598E-1,3.564101807E-1
1.587030580E1,-2.674304694E-2,-5.841875076E-2,-2.997837067E-1,3.065912781E-1
1.587819226E1,-4.558197036E-2,-9.753513336E-2,-7.429599762E-2,1.308079261E-1
1.588621333E1,-2.775342762E-2,-1.101610661E-1,1.847562790E-1,2.168884410E-1
1.589421399E1,6.734460592E-3,-1.119067669E-1,3.740797043E-1,3.905177366E-1
1.590222199E1,5.502676219E-2,-9.010195732E-2,4.285669327E-1,4.413795680E-1
1.591027137E1,6.500437111E-2,-4.935002327E-2,3.482694626E-1,3.577046430E-1
1.591823299E1,6.822201610E-2,-1.025795937E-2,2.004909515E-1,2.120285143E-1
1.592622914E1,3.123571910E-2,7.030725479E-3,6.701564789E-2,7.427111357E-2
1.593433487E1,-2.199531719E-2,4.236650467E-2,-3.019237518E-2,5.648268952E-2
1.594230507E1,-5.602834001E-2,5.804944038E-2,-5.505943298E-2,9.767524545E-2
1.595035460E1,-5.721535534E-2,5.917024612E-2,-1.708793640E-2,8.406374060E-2
1.595824857E1,-4.976041988E-2,5.747103691E-2,3.577327728E-2,8.401634863E-2
1.596619857E1,-2.611990646E-2,5.438160896E-2,9.129524231E-2,1.094277395E-1
1.597423457E1,-7.695086300E-3,3.492021561E-2,1.325550079E-1,1.372933572E-1
1.598231883E1,3.915019333E-3,1.495957375E-2,1.473464966E-1,1.481556826E-1
1.599023695E1,1.829874888E-2,-8.119106293E-3,1.499738693E-1,1.513040831E-1
1.599824295E1,2.121485770E-3,-3.686666489E-2,1.427898407E-1,1.474875937E-1
1.600621733E1,-1.363012195E-2,-6.180882454E-2,1.497077942E-1,1.625377945E-1
1.601430768E1,-2.464596182E-2,-8.751201630E-2,1.181144714E-1,1.490530268E-1
1.602233949E1,-4.104318842E-2,-9.936547279E-2,1.031370163E-1,1.489808197E-1
1.603025372E1,-3.589731827E-2,-1.066989899E-1,7.851219177E-2,1.372496126E-1
1.603821283E1,-3.356602788E-2,-9.938025475E-2,6.593227386E-2,1.238958353E-1
1.604632983E1,-2.898384631E-2,-8.707094193E-2,7.256221771E-2,1.169901180E-1
1.605424491E1,-2.465960756E-2,-7.880425453E-2,1.026887894E-1,1.317694739E-1
1.606220218E1,-5.505997688E-3,-6.683325768E-2,1.433906555E-1,1.582968112E-1
1.607023326E1,-8.192677051E-3,-6.640315056E-2,1.380748749E-1,1.534313183E-1
1.607818291E1,-1.382172108E-3,-5.191636086E-2,1.183099747E-1,1.292070781E-1
1.608633040E1,5.209825933E-3,-3.518366814E-2,1.104755402E-1,1.160598025E-1
