"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.046547034E1,4.329220951E-2,-5.837082863E-2,1.261768341E-1,1.456089369E-1
3.047343543E1,2.413859591E-2,-4.639983177E-2,9.026432037E-2,1.043228821E-1
3.048140052E1,-6.902970374E-3,-3.335738182E-2,7.240962982E-2,8.002199956E-2
3.048942664E1,-1.616579294E-2,-2.511954308E-2,5.934143066E-2,6.643590670E-2
3.049745277E1,-3.032231331E-2,-2.360987663E-2,7.753276825E-2,8.653438109E-2
3.050541785E1,-2.540275455E-2,-1.959419250E-2,8.857345581E-2,9.420450835E-2
3.051341346E1,-1.134845614E-2,-1.270723343E-2,9.017562866E-2,9.177093899E-2
3.052143958E1,-7.000438869E-3,-1.767182350E-2,1.037836075E-1,1.055098890E-1
3.052946570E1,-1.224637032E-2,-1.551365852E-2,1.149816513E-1,1.166680219E-1
3.053740028E1,-5.386732519E-3,-2.540588379E-2,1.117916107E-1,1.147686370E-1
3.054537552E1,-7.789887488E-3,-2.574157715E-2,1.133880615E-1,1.165339592E-1
3.055335667E1,-2.684212476E-2,-3.585004807E-2,1.149291992E-1,1.233468542E-1
3.056135657E1,-3.604033589E-2,-4.138660431E-2,1.188049316E-1,1.308677524E-1
3.056937536E1,-4.526537657E-2,-5.668354034E-2,1.202325821E-1,1.404202687E-1
3.057737830E1,-5.224348605E-2,-4.818010330E-2,1.000728607E-1,1.227407090E-1
3.058534339E1,-4.479796439E-2,-6.384634972E-2,1.253385544E-1,1.476244126E-1
3.059333900E1,-3.510716558E-2,-6.747817993E-2,1.027383804E-1,1.278318922E-1
3.060136512E1,-3.972516954E-2,-5.916428566E-2,1.064691544E-1,1.281178466E-1
3.060933248E1,-2.518647909E-2,-6.509494781E-2,9.826564789E-2,1.205315250E-1
3.061735633E1,-1.797022671E-2,-6.138515472E-2,8.529186249E-2,1.066103563E-1
3.062538245E1,-1.831570268E-2,-5.525922775E-2,6.035232544E-2,8.385374412E-2
3.063332059E1,-4.395641387E-3,-6.340837479E-2,4.980468750E-2,8.074930683E-2
3.064134315E1,-1.466273516E-2,-4.986238480E-2,6.324005127E-2,8.185693193E-2
3.064928817E1,-2.007936686E-2,-4.368042946E-2,8.141422272E-2,9.454859360E-2
3.065733436E1,-1.568456739E-2,-3.770375252E-2,1.186857224E-1,1.255144585E-1
3.066526982E1,-2.063088119E-2,-3.717112541E-2,1.605615616E-1,1.660943734E-1
3.067325279E1,-1.301583648E-2,-8.263349533E-3,1.592473984E-1,1.599919649E-1
3.068127221E1,-6.584078074E-4,-8.894205093E-3,1.720705032E-1,1.723014755E-1
3.068928767E1,4.600830376E-3,-4.841327667E-3,1.728963852E-1,1.730253337E-1
3.069728187E1,6.955482066E-3,-1.114368439E-3,1.640520096E-1,1.642031741E-1
3.070525848E1,9.015902877E-3,2.477169037E-3,1.288347244E-1,1.291735619E-1
3.071323594E1,2.305683121E-2,4.144191742E-3,6.263160706E-2,6.686935018E-2
3.072123817E1,2.513752878E-2,6.442785263E-3,-1.775741577E-2,3.144408768E-2
3.072923377E1,1.311288774E-2,2.348899841E-3,-5.721759796E-2,5.874792483E-2
3.073725989E1,-8.243843913E-3,1.844882965E-3,-7.239627838E-2,7.288748644E-2
3.074522498E1,-1.258884370E-2,-7.182121277E-3,-1.567087173E-1,1.573775205E-1
3.075322059E1,-1.639430225E-2,-3.265380859E-3,-2.765750885E-2,3.231677048E-2
3.076121619E1,-1.282823831E-2,-2.533125877E-2,2.092323303E-1,2.111501940E-1
3.076924232E1,-1.445159316E-2,-5.063080788E-2,3.908176422E-1,3.943485219E-1
3.077717689E1,4.383847117E-4,-7.041764259E-2,4.426460266E-1,4.482123843E-1
3.078520301E1,3.000644967E-2,-9.318494797E-2,3.951492310E-1,4.070954879E-1
3.079319861E1,4.437166080E-2,-7.403135300E-2,1.724882126E-1,1.928773418E-1
3.080119422E1,4.437166080E-2,-5.966615677E-2,-7.650852203E-2,1.066885584E-1
3.080915931E1,1.207090914E-2,-4.915308952E-2,-2.930841446E-1,2.974223409E-1
3.081718543E1,-1.414396614E-2,-4.112815857E-2,-3.485965729E-1,3.512992283E-1
3.082515052E1,-3.850572556E-2,-6.905722618E-2,-2.430324554E-1,2.555706669E-1
3.083314612E1,-4.713031650E-2,-9.567141533E-2,4.164695740E-3,1.067315845E-1
3.084116540E1,-1.460636407E-2,-1.181428432E-1,2.416086197E-1,2.693432798E-1
3.084916785E1,1.287908107E-2,-1.211812496E-1,3.850908279E-1,4.039130002E-1
3.085712690E1,4.494043440E-2,-8.398652077E-2,3.673629761E-1,3.795114419E-1
3.086515906E1,5.548985302E-2,-6.282520294E-2,2.869262695E-1,2.989194106E-1
3.087315467E1,2.578680217E-2,-2.171730995E-2,1.629581451E-1,1.664090075E-1
3.088111976E1,-3.616437316E-3,-2.179145813E-3,4.377841949E-2,4.398155646E-2
3.088914588E1,-3.980820626E-2,1.343488693E-2,1.343250275E-2,4.410920088E-2
3.089708045E1,-6.186163425E-2,2.602934837E-2,-4.455566406E-3,6.726247722E-2
3.090506317E1,-6.082735956E-2,3.084731102E-2,2.124023438E-2,7.143298835E-2
3.091308313E1,-5.808517337E-2,2.531480789E-2,5.216407776E-2,8.207202856E-2
3.092106005E1,-3.445523977E-2,2.798080444E-2,6.181335449E-2,7.609848723E-2
3.092903763E1,-2.068100870E-2,2.585887909E-3,9.558486938E-2,9.783076302E-2
3.093708436E1,-1.380347461E-2,9.608268738E-4,1.101579666E-1,1.110235863E-1
3.094505408E1,-2.779748291E-2,-1.543211937E-2,1.342039108E-1,1.379185993E-1
3.095301398E1,-3.410264105E-2,-3.024053574E-2,1.508483887E-1,1.575839982E-1
3.096107581E1,-5.926099420E-2,-4.113578796E-2,1.457080841E-1,1.625880200E-1
3.096906952E1,-5.591826886E-2,-6.012463570E-2,1.331348419E-1,1.564183836E-1
3.097703650E1,-5.293623358E-2,-7.255315781E-2,1.227827072E-1,1.521242871E-1
3.098502575E1,-5.750475824E-2,-7.578992844E-2,9.316921234E-2,1.331593504E-1
3.099298728E1,-4.319224507E-2,-7.898211479E-2,9.229755402E-2,1.289285964E-1
3.100097413E1,-2.646916360E-2,-7.018804550E-2,1.010074615E-1,1.258152838E-1
3.100898841E1,-9.974628687E-3,-5.685472488E-2,1.216201782E-1,1.346232547E-1
3.101701453E1,9.010478854E-3,-4.813981056E-2,1.255216599E-1,1.347379575E-1
3.102497962E1,8.656322956E-3,-3.938221931E-2,8.155059814E-2,9.097467331E-2
3.103297523E1,8.035644889E-3,-3.745627403E-2,6.640338898E-2,7.666129480E-2
3.104100135E1,1.212856174E-2,-2.077174187E-2,1.279783249E-1,1.302191188E-1
3.104902747E1,1.828975976E-3,-1.358270645E-2,1.321153641E-1,1.328243370E-1
3.105696204E1,-8.502662182E-3,-8.653640747E-3,7.403850555E-2,7.502586932E-2
3.106498817E1,8.281394839E-4,-5.722999573E-3,2.804470062E-2,2.863466033E-2
3.107296909E1,-3.925278783E-3,-7.197141647E-3,1.567649841E-2,1.769065471E-2
3.108096229E1,1.784139872E-2,-1.071906090E-2,2.973937988E-2,3.629937314E-2
3.108897498E1,2.504132688E-2,-2.853965759E-2,9.409713745E-2,1.014684748E-1
3.109697059E1,5.585242808E-2,-4.655456543E-2,1.440334320E-1,1.613457493E-1
3.110496619E1,6.955337524E-2,-4.594826698E-2,1.555185318E-1,1.764509251E-1
3.111296180E1,6.166423857E-2,-5.054926872E-2,1.381587982E-1,1.595166462E-1
3.112095740E1,5.166554451E-2,-5.783104897E-2,8.481311798E-2,1.149218156E-1
3.112897529E1,3.258932754E-2,-5.776071548E-2,6.503582001E-2,9.288714877E-2
3.113691810E1,1.697778702E-3,-5.054450035E-2,5.243396759E-2,7.284881554E-2
3.114491371E1,-5.251944065E-3,-4.022479057E-2,4.959869385E-2,6.407532383E-2
3.115293982E1,-1.232711226E-2,-3.188872337E-2,5.405426025E-2,6.395866967E-2
3.116096595E1,-2.708905935E-2,-1.829671860E-2,9.215164185E-2,9.777787144E-2
3.116889709E1,-2.528890222E-2,-1.875281334E-2,1.231498718E-1,1.271105327E-1
3.117692664E1,-2.338425815E-2,-5.125284195E-3,1.349201202E-1,1.370274823E-1
3.118487436E1,-9.090803564E-3,-8.558273315E-3,1.394290924E-1,1.399869943E-1
3.119288734E1,-6.670117378E-3,-1.446270943E-2,1.511020660E-1,1.519391154E-1
3.120091346E1,-8.804671466E-3,8.141040802E-3,1.291990280E-1,1.297543357E-1
3.120881086E1,-1.567526162E-2,-1.047420502E-2,1.143407822E-1,1.158845860E-1
3.121687415E1,-1.771117747E-2,1.980781555E-3,9.467983246E-2,9.634251386E-2
3.122483924E1,-2.719525993E-2,-9.517908096E-3,8.937931061E-2,9.390864658E-2
3.123283485E1,-2.486506104E-2,-1.614809036E-2,8.649444580E-2,9.143479227E-2
3.124080905E1,-3.442918509E-2,-2.506017685E-2,7.885074615E-2,8.961485044E-2
3.124876140E1,-3.937730193E-2,-2.629518509E-2,8.570480347E-2,9.791487121E-2
3.125679114E1,-2.739628404E-2,-3.226971626E-2,8.059978485E-2,9.103964128E-2
3.126474475E1,-3.912574053E-2,-4.753565788E-2,8.515071869E-2,1.050766731E-1
3.127281287E1,-3.426276147E-2,-4.591894150E-2,9.452247620E-2,1.105304687E-1
3.128077796E1,-3.403802216E-2,-5.610895157E-2,1.159076691E-1,1.331968061E-1
3.128879009E1,-2.676444501E-2,-5.474877357E-2,1.228170395E-1,1.371050288E-1
3.129672240E1,-2.908666432E-2,-4.140877724E-2,1.033926010E-1,1.151119056E-1
3.130473379E1,-1.464248449E-2,-4.019975662E-2,1.246252060E-1,1.317644290E-1
3.131276038E1,-1.467706263E-2,-4.858732224E-2,1.267004013E-1,1.364885920E-1
3.132074559E1,-1.001714915E-2,-3.323435783E-2,1.143550873E-1,1.195071203E-1
3.132878211E1,-8.474662900E-4,-2.514100075E-2,8.762264252E-2,9.116202937E-2
3.133677772E1,3.419518471E-3,-2.879261971E-2,3.700733185E-2,4.701330308E-2
3.134474280E1,3.749430180E-4,-1.531934738E-2,2.240085602E-2,2.714076891E-2
3.135269917E1,-7.183387876E-3,-2.776408195E-2,3.119468689E-3,2.884746771E-2
3.136076453E1,-1.206353307E-2,-3.991580009E-2,4.616641998E-2,6.221043531E-2
3.136875309E1,-1.670105010E-2,-4.229640961E-2,1.036319733E-1,1.131702135E-1
3.137669471E1,-1.640526205E-2,-3.808093071E-2,1.777029037E-1,1.824763325E-1
3.138472083E1,7.454082370E-4,-4.658102989E-2,2.180585861E-1,2.229795842E-1
3.139266455E1,1.238316298E-3,-4.154634476E-2,2.318611145E-1,2.355572300E-1
3.140064921E1,1.339974254E-2,-3.227758408E-2,2.072076797E-1,2.101342858E-1
3.140867713E1,2.540444210E-2,-2.108860016E-2,1.441211700E-1,1.478547476E-1
3.141667274E1,-8.975937963E-4,-1.211738586E-2,7.629489899E-2,7.725638049E-2
3.142463782E1,-7.790848613E-4,-9.907484055E-3,3.790855408E-3,1.063653131E-2
3.143263343E1,-1.254928112E-2,4.377365112E-4,-6.127643585E-2,6.254980144E-2
3.144065955E1,-2.167638391E-2,7.117986679E-3,-6.379985809E-2,6.775657346E-2
3.144856305E1,-4.993482679E-2,5.155324936E-3,-1.187496185E-1,1.289245369E-1
3.145660079E1,-6.836218387E-2,-2.837181091E-3,-8.193969727E-3,6.890993339E-2
3.146453490E1,-4.808950424E-2,-1.053905487E-2,1.790561676E-1,1.857007896E-1
3.147250052E1,-3.045343608E-2,-3.341388702E-2,3.708801270E-1,3.736254384E-1
3.148057654E1,-1.577849686E-2,-5.534863472E-2,3.899345398E-1,3.941590766E-1
3.148857215E1,3.189447522E-2,-5.737543106E-2,4.181299210E-1,4.232514955E-1
3.149650672E1,7.085039467E-2,-4.877161980E-2,2.568187714E-1,2.708400462E-1
3.150448663E1,3.920946643E-2,-3.069591522E-2,-1.944637299E-2,5.345823502E-2
3.151249793E1,2.652002871E-2,-3.295707703E-2,-2.211761475E-1,2.251851884E-1
3.152046302E1,9.925127029E-3,-4.095077515E-2,-3.363275528E-1,3.389567773E-1
3.152848914E1,-1.257190853E-2,-6.567907333E-2,-2.353572845E-1,2.446729346E-1
3.153645498E1,-3.834626079E-2,-9.616470337E-2,-2.386760712E-2,1.062438166E-1
3.154442240E1,-2.036621422E-2,-1.076612473E-1,2.234964371E-1,2.489103940E-1
3.155239771E1,1.675831527E-2,-9.209537506E-2,4.153575897E-1,4.257749718E-1
3.156047156E1,5.594693869E-2,-7.440900803E-2,4.341325760E-1,4.440020878E-1
3.156843665E1,7.112826407E-2,-4.000926018E-2,3.038253784E-1,3.145947098E-1
3.157643226E1,4.582513869E-2,-9.232997894E-3,1.492605209E-1,1.564093817E-1
3.158445838E1,6.858855486E-3,2.877640724E-2,1.387119293E-2,3.267316186E-2
3.159245399E1,-4.121662676E-2,4.413461685E-2,-3.977298737E-2,7.230881862E-2
3.160041907E1,-7.512995601E-2,6.159138680E-2,-1.146793365E-2,9.782393735E-2
3.160837109E1,-7.867764682E-2,6.418919563E-2,1.732635498E-2,1.030079003E-1
3.161635329E1,-5.681890994E-2,5.658698082E-2,7.291030884E-2,1.083807550E-1
3.162440589E1,-3.077730536E-2,4.490303993E-2,1.047306061E-1,1.180340009E-1
3.163237098E1,-2.663746476E-3,3.100252151E-2,1.174430847E-1,1.214953910E-1
3.164030555E1,-9.841009974E-3,2.202033997E-3,1.300210953E-1,1.304115779E-1
3.164833167E1,-6.801828742E-3,-1.782608032E-2,1.447896957E-1,1.460413983E-1
3.165632728E1,-3.446799517E-2,-4.340291023E-2,1.258430481E-1,1.375075564E-1
3.166432288E1,-4.270438850E-2,-8.175516129E-2,1.186618805E-1,1.502937559E-1
3.167228797E1,-6.557291746E-2,-9.430384636E-2,1.041545868E-1,1.550522521E-1
3.168028358E1,-6.714165956E-2,-1.023931503E-1,8.956050873E-2,1.517018273E-1
3.168824866E1,-8.582746238E-2,-1.033389568E-1,7.734584808E-2,1.550086240E-1
3.169627479E1,-7.362827659E-2,-9.924197197E-2,8.195495605E-2,1.482791521E-1
3.170423987E1,-5.923524499E-2,-1.022751331E-1,1.081247330E-1,1.601873122E-1
3.171220496E1,-4.011511058E-2,-9.098744392E-2,1.342811584E-1,1.670908931E-1
3.172023108E1,-1.402130723E-2,-6.076884270E-2,1.460142136E-1,1.587753125E-1
3.172822669E1,-2.267219126E-3,-4.717826843E-2,1.362333298E-1,1.441889366E-1
3.173622230E1,1.404150575E-2,-3.400516510E-2,5.451583862E-2,6.576847116E-2
3.174421725E1,2.075775713E-2,-2.305293083E-2,1.212835312E-1,1.251879269E-1
3.175218032E1,1.297625154E-2,-2.169322968E-2,1.353740692E-1,1.377138988E-1
3.176020911E1,2.649366856E-3,-1.573204994E-2,9.913539886E-2,1.004108751E-1
3.176812236E1,-7.443226874E-3,1.707077026E-4,2.947616577E-2,3.040189330E-2
3.177615721E1,1.397380233E-2,1.414275169E-2,1.500701904E-2,2.490974102E-2
3.178411475E1,2.599398419E-2,7.018089294E-3,2.460002899E-2,3.647056646E-2
3.179216102E1,2.807831764E-2,-1.432943344E-2,7.971572876E-2,8.572235412E-2
3.180013209E1,4.186271504E-2,-3.571534157E-2,1.372137070E-1,1.478366460E-1
3.180818275E1,5.302001536E-2,-4.332232475E-2,1.706142426E-1,1.838400544E-1
3.181614783E1,5.465809628E-2,-4.662561417E-2,1.584005356E-1,1.739315528E-1
3.182410713E1,4.453821108E-2,-5.294728279E-2,1.125068665E-1,1.320789991E-1
3.183216956E1,2.064329386E-2,-4.725456238E-2,8.578491211E-2,1.000909106E-1
3.184013465E1,-3.144085407E-3,-3.894138336E-2,5.912113190E-2,7.086342391E-2
3.184809178E1,-2.430593222E-2,-3.021407127E-2,4.214382172E-2,5.726927757E-2
3.185609534E1,-2.653562278E-2,-2.349686623E-2,5.160140991E-2,6.260149761E-2
3.186406317E1,-2.910061181E-2,-6.747722626E-3,7.793331146E-2,8.346243708E-2
3.187207605E1,-2.463510633E-2,7.980585098E-3,1.043615341E-1,1.075263131E-1
3.188006713E1,-8.355222642E-3,6.075620651E-3,1.164550781E-1,1.169123951E-1
3.188799059E1,8.186995983E-4,1.850605011E-3,1.285696030E-1,1.285855272E-1
3.189607337E1,5.385912955E-3,4.526138306E-3,1.286411285E-1,1.288333572E-1
3.190403846E1,1.028656214E-2,-2.628087997E-3,1.286497116E-1,1.290870578E-1
3.191203406E1,1.046430320E-2,-1.465392113E-2,1.070880890E-1,1.085914262E-1
3.192002967E1,-1.441381872E-3,-1.025629044E-2,1.069869995E-1,1.074871487E-1
3.192796163E1,-6.182014942E-3,-1.790332794E-2,9.250164032E-2,9.442086592E-2
3.193602088E1,-2.061853558E-2,-3.039503098E-2,9.715461731E-2,1.038653050E-1
3.194397928E1,-2.307490259E-2,-3.072094917E-2,8.988666534E-2,9.775397923E-2
3.195198157E1,-3.734058887E-2,-5.019545555E-2,1.065635681E-1,1.235706170E-1
3.195997718E1,-3.709492087E-2,-5.035328865E-2,1.113128662E-1,1.276794463E-1
3.196800330E1,-4.410947114E-2,-4.336476326E-2,1.040821075E-1,1.210753206E-1
3.197593787E1,-5.337540805E-2,-6.037640572E-2,1.112012863E-1,1.373316083E-1
3.198396400E1,-4.074344039E-2,-6.331133842E-2,9.909629822E-2,1.244525204E-1
3.199192908E1,-4.074344039E-2,-6.331133842E-2,1.086730957E-1,1.322051256E-1
3.199989417E1,-5.012491345E-2,-6.350207329E-2,8.707714081E-2,1.188589446E-1
3.200785926E1,-4.048965126E-2,-6.127429008E-2,1.037940979E-1,1.271501681E-1
3.201585486E1,-3.800563514E-2,-5.903100967E-2,1.061487198E-1,1.272660171E-1
3.202385047E1,-3.791233897E-2,-4.266595840E-2,1.012592316E-1,1.162375216E-1
3.203184608E1,-1.872447878E-2,-3.103041649E-2,1.035671234E-1,1.097253020E-1
3.203987220E1,-2.336860448E-2,-2.198004723E-2,1.034326553E-1,1.082937133E-1
3.204775771E1,-2.088746428E-2,-2.249288559E-2,1.128768921E-1,1.169761037E-1
3.205582617E1,-1.825040579E-2,-2.529263496E-2,1.199560165E-1,1.239445061E-1
3.206379798E1,3.307484090E-3,-1.397228241E-2,1.197872162E-1,1.206446903E-1
3.207179358E1,7.893539965E-3,-1.443219185E-2,1.172733307E-1,1.184214095E-1
3.207981971E1,1.242085546E-2,-1.725554466E-2,8.364105225E-2,8.630096809E-2
3.208778428E1,2.123911679E-2,-1.022291183E-2,2.852821350E-2,3.700630992E-2
3.209577948E1,2.746434510E-2,-1.935577393E-2,-2.643108368E-2,4.274971837E-2
3.210368832E1,1.465427130E-2,-1.635479927E-2,-2.628135681E-2,3.424816553E-2
3.211177161E1,-2.537459135E-3,-3.213167191E-2,3.143119812E-2,4.502003169E-2
3.211969055E1,-9.609512985E-3,-4.076647758E-2,1.274433136E-1,1.341493444E-1
3.212776282E1,-1.402989775E-2,-4.511189461E-2,2.161474228E-1,2.212501513E-1
3.213568352E1,-1.082928479E-2,-4.576468468E-2,2.662630081E-1,2.703842992E-1
3.214372352E1,4.280269146E-3,-4.268789291E-2,2.825841904E-1,2.858223251E-1
3.215168861E1,4.907250404E-3,-3.794312477E-2,2.436513901E-1,2.466369026E-1
3.215959240E1,1.952039450E-2,-2.655458450E-2,1.542987823E-1,1.577792952E-1
3.216763248E1,1.237508655E-2,-1.506471634E-2,6.018257141E-2,6.326160247E-2
3.217567309E1,-6.975561380E-3,-2.813100815E-3,-1.937294006E-2,2.078179009E-2
3.218356871E1,-1.195896417E-2,5.670070648E-3,-7.232856750E-2,7.352950566E-2
3.219163611E1,-3.841637820E-2,3.517389297E-3,-7.466220856E-2,8.403948791E-2
3.219965278E1,-3.356635571E-2,2.126693726E-4,-7.667350769E-2,8.369929656E-2
3.220765784E1,-4.995641857E-2,-1.426553726E-2,-5.932235718E-2,7.885614352E-2
3.221559241E1,-5.393993109E-2,-9.041547775E-3,1.209812164E-1,1.327694260E-1
3.222361155E1,-3.597240150E-2,-2.814126015E-2,3.203439713E-1,3.235833805E-1
3.223155311E1,-1.370535791E-2,-5.557703972E-2,4.020891190E-1,4.061432060E-1
3.223956828E1,2.469941229E-2,-6.307744980E-2,3.756713867E-1,3.817300308E-1
3.224756698E1,6.170338392E-2,-5.283403397E-2,2.674722672E-1,2.795356085E-1
3.225550941E1,7.810768485E-2,-4.331970215E-2,6.330776215E-2,1.094773026E-1
3.226353553E1,5.096946284E-2,-5.474424362E-2,-1.837997437E-1,1.984368013E-1
3.227153113E1,1.038590819E-2,-6.675720215E-2,-3.155097961E-1,3.226620873E-1
3.227952674E1,-6.815694273E-3,-7.411408424E-2,-2.502965927E-1,2.611278145E-1
3.228746117E1,-4.171298444E-2,-9.417963028E-2,-6.493186951E-2,1.217617490E-1
3.229551795E1,-4.483091831E-2,-9.971785545E-2,1.875190735E-1,2.170641952E-1
3.230344244E1,-1.237929612E-2,-1.114544868E-1,3.725662231E-1,3.890770364E-1
3.231147864E1,1.473767310E-2,-7.534980774E-2,4.229011536E-1,4.298141205E-1
3.231950477E1,4.856849462E-2,-4.155850410E-2,3.313732147E-1,3.374821704E-1
3.232750037E1,2.757859230E-2,5.226135254E-3,1.676654816E-1,1.699988381E-1
3.233546098E1,1.004410535E-2,3.516197205E-2,3.028297424E-2,4.747954148E-2
3.234352210E1,-3.079684824E-2,7.364916801E-2,-5.885601044E-2,9.918001702E-2
3.235144309E1,-6.175544113E-2,8.269453049E-2,-3.742218018E-2,1.097840583E-1
3.235951331E1,-7.885476202E-2,8.433556557E-2,-3.459930420E-3,1.155098794E-1
3.236747840E1,-7.052802294E-2,6.596064568E-2,2.849483490E-2,1.006824931E-1
3.237545125E1,-2.725970745E-2,5.572938919E-2,3.675174713E-2,7.210788714E-2
3.238346961E1,-3.340356052E-3,1.974844933E-2,4.037094116E-2,4.506630803E-2
3.239146522E1,1.976117492E-3,-8.687734604E-3,4.648685455E-2,4.733296335E-2
3.239942936E1,9.174123406E-4,-3.985762596E-2,8.364963531E-2,9.266462907E-2
3.240748694E1,-1.837926358E-2,-6.436228752E-2,1.182947159E-1,1.359188772E-1
3.241548255E1,-3.500366956E-2,-9.175276756E-2,1.504201889E-1,1.796386942E-1
3.242350867E1,-5.648237467E-2,-1.081316471E-1,1.463851929E-1,1.905553370E-1
3.243150428E1,-7.609923184E-2,-1.203265190E-1,1.397924423E-1,1.995281714E-1
3.243949988E1,-8.916682005E-2,-1.212449074E-1,1.306171417E-1,1.992784160E-1
3.244740386E1,-8.113669604E-2,-1.151843071E-1,1.118078232E-1,1.798654424E-1
3.245545063E1,-7.328851521E-2,-9.971427917E-2,1.049213409E-1,1.622425090E-1
3.246345618E1,-5.358569324E-2,-9.126949310E-2,1.244134903E-1,1.633409424E-1
3.247145179E1,-2.897686511E-2,-6.591033936E-2,1.152162552E-1,1.358624930E-1
3.247940563E1,-9.652197361E-3,-5.736470222E-2,1.155776978E-1,1.293911828E-1
3.248747352E1,2.226978540E-3,-4.143428802E-2,8.725833893E-2,9.662182657E-2
3.249540809E1,1.849440485E-2,-2.327418327E-2,1.115636826E-1,1.154564242E-1
3.250343421E1,1.061199605E-2,-9.743690491E-3,1.359100342E-1,1.366714724E-1
3.251142982E1,4.942230880E-3,-5.692243576E-3,1.315488815E-1,1.317646975E-1
3.251936439E1,8.819833398E-3,1.044535637E-2,9.609603882E-2,9.706360599E-2
3.252732913E1,8.490577340E-3,1.015877724E-2,5.355358124E-2,5.516590180E-2
3.253541663E1,2.264484018E-2,7.987499237E-3,-3.217697144E-3,2.422689633E-2
3.254332009E1,2.267428488E-2,-5.388021469E-3,-7.108688354E-3,2.436570172E-2
3.255137571E1,2.030580491E-2,-3.283047676E-2,6.090641022E-2,7.210933867E-2
3.255936278E1,3.678733110E-2,-3.837966919E-2,1.266174316E-1,1.373254555E-1
3.256739905E1,3.634519130E-2,-3.709721565E-2,1.587162018E-1,1.669970331E-1
3.257539466E1,4.768581688E-2,-3.166580200E-2,1.643066406E-1,1.739923340E-1
3.258342078E1,3.756256402E-2,-3.612637520E-2,1.219329834E-1,1.326035959E-1
3.259137848E1,3.949739039E-3,-2.417373657E-2,7.947063446E-2,8.315979630E-2
3.259935096E1,-1.490611583E-2,-2.389073372E-2,4.188251495E-2,5.046884688E-2
3.260737708E1,-2.661083639E-2,-2.070665359E-2,3.076744080E-2,4.564578326E-2
3.261540320E1,-4.061762989E-2,-4.988908768E-3,5.811214447E-2,7.107532908E-2
3.262339881E1,-2.166672796E-2,-7.611513138E-3,7.130718231E-2,7.491392716E-2
3.263133205E1,2.134241164E-3,-4.382133484E-4,9.653377533E-2,9.655835953E-2
3.263942054E1,1.718670130E-3,2.208471298E-3,1.242256165E-1,1.242571324E-1
3.264738563E1,1.586899161E-2,-7.125616074E-3,1.375551224E-1,1.386506797E-1
3.265533852E1,3.274773061E-2,-1.208543777E-2,1.388063431E-1,1.431281682E-1
3.266334632E1,2.364598960E-2,-1.719236374E-2,1.376314163E-1,1.407022280E-1
3.267124178E1,2.662456036E-2,-2.036309242E-2,1.267566681E-1,1.311135983E-1
3.267933753E1,1.275951415E-2,-2.629518509E-2,1.109952927E-1,1.147789047E-1
3.268733314E1,8.429840207E-3,-2.750134468E-2,8.085250854E-2,8.581674838E-2
3.269529822E1,-7.771395147E-3,-3.864598274E-2,5.779647827E-2,6.995955593E-2
3.270330617E1,-1.436121762E-2,-4.693317413E-2,5.402183533E-2,7.298853402E-2
3.271131782E1,-3.269073367E-2,-5.266547203E-2,6.226730347E-2,8.786098732E-2
3.271920063E1,-4.634834826E-2,-5.567932129E-2,6.341934204E-2,9.628275625E-2
3.272731116E1,-5.991339684E-2,-7.039713860E-2,8.619499207E-2,1.263920444E-1
3.273527955E1,-5.194599926E-2,-8.247256279E-2,8.988761902E-2,1.325891945E-1
3.274330237E1,-4.889702052E-2,-8.021426201E-2,9.596824646E-2,1.342950140E-1
3.275129798E1,-5.559997261E-2,-9.224128723E-2,1.212234497E-1,1.621571361E-1
3.275925002E1,-4.307056218E-2,-9.247517586E-2,1.200971603E-1,1.575755673E-1
3.276731971E1,-3.557098657E-2,-8.603310585E-2,1.236181259E-1,1.547528075E-1
3.277524390E1,-2.358290553E-2,-7.017993927E-2,1.390628815E-1,1.575432078E-1
3.278328040E1,-3.564149141E-2,-5.954670906E-2,1.136856079E-1,1.331936332E-1
3.279124549E1,-1.891820133E-2,-4.696321487E-2,1.217069626E-1,1.318181575E-1
3.279921058E1,-1.424901932E-2,-3.465890884E-2,1.081018448E-1,1.144127762E-1
3.280720618E1,-2.364285290E-3,-2.479124069E-2,9.448528290E-2,9.771214942E-2
3.281523231E1,-4.881337285E-3,-7.586240768E-3,9.288406372E-2,9.332110049E-2
3.282322791E1,-9.078532457E-5,-7.009983063E-3,8.892726898E-2,8.920317973E-2
3.283122352E1,4.566267133E-3,-8.579730988E-3,9.222221375E-2,9.273294607E-2
3.283918861E1,1.145219058E-2,9.099483490E-3,1.242742538E-1,1.251321039E-1
3.284721473E1,1.832880080E-2,-4.227638245E-3,1.372070312E-1,1.384903870E-1
3.285521033E1,2.983561158E-2,1.564979553E-3,1.070337296E-1,1.111252993E-1
3.286320594E1,3.619652241E-2,1.240491867E-2,6.017112732E-2,7.130662525E-2
3.287120154E1,4.228840023E-2,-1.011586189E-2,-8.194923401E-3,4.424699115E-2
3.287922767E1,2.923484147E-2,-2.257895470E-2,-2.135658264E-2,4.266835798E-2
3.288719276E1,3.347764164E-2,-3.263068199E-2,5.647373199E-2,7.331300227E-2
3.289515613E1,1.424669474E-2,-4.997014999E-2,1.534357071E-1,1.619953716E-1
